,Date,Team,Acquired,Relinquished,Notes
21,1964-11-28,Jets (AFL),• Jim Gray (H.),,1965 AFL draft eleventh round pick (#84 overall)
22,1964-11-28,Jets (AFL),• John Berrington,,1965 AFL draft twelfth round pick (#92 overall)
23,1964-11-28,Jets (AFL),• Sonny Utz,,1965 AFL draft 13th round picK (#100 overall)
24,1964-11-28,Jets (AFL),• Gary Plumlee,,1965 AFL draft 14th round pick (#108 overall)
25,1964-11-28,Jets (AFL),• Jim Burt (a),,1965 AFL draft 15th round pick (#116 overall)
1,1964-11-28,Jets (AFL),• Seth Cartwright,,1965 AFL draft 16th round pick (#124 overall)
2,1964-11-28,Jets (AFL),• Charley Browning / Charlie Browning,,1965 AFL draft 17th round pick (#132 overall)
3,1964-11-28,Jets (AFL),• Frank Dudek / Mitch Dudek,,1965 AFL draft 19th round pick (#148 overall)
4,1964-11-28,Jets (AFL),• Troy Allen,,1965 AFL draft 20th round pick (#156 overall)
5,1964-11-28,Jets (AFL),• Johnny Roland,,1965 AFL redshirt draft first round pick (#4 overall)
6,1964-11-28,Jets (AFL),• John McGuire,,1965 AFL redshirt draft second round pick (#12 overall)
7,1964-11-28,Jets (AFL),• Jimmy Heidel,,1965 AFL redshirt draft third round pick (#20 overall)
8,1964-11-28,Jets (AFL),• Bob Werl,,1965 AFL redshirt draft fourth round pick (#28 overall)
9,1964-11-28,Jets (AFL),• George Sauer,,1965 AFL redshirt draft fifth round pick (#36 overall)
10,1964-11-28,Jets (AFL),• Dale Lindsey,,1965 AFL redshirt draft sixth round pick (#44 overall)
11,1964-11-28,Jets (AFL),• Ron Barlow,,1965 AFL redshirt draft seventh round pick (#52 overall)
12,1964-11-28,Jets (AFL),• Bob Mallendick,,1965 AFL redshirt draft eighth round pick (#60 overall)
13,1964-11-28,Jets (AFL),• Dick Kotite / Rich Kotite,,1965 AFL redshirt draft ninth round pick (#68 overall)
14,1964-11-28,Jets (AFL),• Dave Austin,,1965 AFL redshirt draft tenth round pick (#76 overall)
15,1964-11-28,Jets (AFL),• Richard Marshall (a) / Rich Marshall,,1965 AFL redshirt draft eleventh round pick (#84 overall)
16,1964-11-28,Jets (AFL),• Pat Screen,,1965 AFL redshirt draft twelfth round pick (#92 overall)
17,1964-11-28,Jets (AFL),• Verlon Biggs,,signed third round pick
18,1965-01-02,Jets (AFL),• Joe Namath,,signed first round pick to a reported $427K contract
19,1965-01-09,Jets (AFL),• John Huarte,,signed second round pick to an estimated $200K contract
20,1965-01-25,Jets (AFL),,• Joe Namath,surgery on right knee to repair cartilage & ligament damage
21,1965-04-28,Jets (AFL),• Arnold Simkus / Arnie Simkus,,signed
22,1965-06-03,Titans (AFL),,• Dan Callahan,waived
23,1965-06-29,Jets (AFL),• John Sklopane,• Pete Liske,trade with Bills (AFL)
24,1965-07-01,Jets (AFL),• James Hudson,,signed free agent (date approximate)
25,1965-07-03,Jets (AFL),• 1966 sixth round pick (#48-Dick Lemay),• Dick Wood (a),trade with Raiders (AFL)
1,1965-07-13,Jets (AFL),• 1966 twelfth round pick (#101-Steve Chomyszak),• Ed Cummings,trade with Broncos (AFL)
2,1965-08-31,Jets (AFL),,• Bake Turner,placed on IR
3,1965-08-31,Jets (AFL),,• Peter Perreault / Pete Perreault,waived
4,1965-08-31,Jets (AFL),• Charlie Ragus,• Bob McAdams,trade with Chiefs (AFL)
5,1965-09-06,Jets (AFL),,• John Huarte,waived
6,1965-09-07,Jets (AFL),,• Bob Schweikert,waived
7,1965-09-07,Jets (AFL),,• Gordie Holz (Patriots web site) / Gordy Holz,waived
8,1965-09-07,Jets (AFL),,• Pete Liske,released
9,1965-09-07,Jets (AFL),• John Huarte,,signed free agent to taxi squad
10,1965-09-08,Jets (AFL),• Al Atkinson,,claimed off waivers (from Bills (AFL))
11,1965-09-27,Jets (AFL),• 1966 eleventh round pick (#91-Gerry Allen),• Mike Dukes,trade with Patriots (AFL)
12,1965-10-29,Jets (AFL),,• Jim Evans / Jimmy Evans?,waived
13,1965-10-29,Jets (AFL),• Bob Schweickert,,"""activated"""
14,1965-11-27,Jets (AFL),• 1966 fourth round pick (#29-Jim Waskiewicz)  • future considerations (Jim Colclough / Jimmy Colclough on 1965-12-20)  • future considerations (high draft pick (1966 #29-Jim Waskiewicz) on 1965-12-20),• future considerations (John Huarte on 1965-12-20),trade with Patriots (AFL)
15,1965-11-27,Jets (AFL),• Bill Yearby,,1966 AFL draft first round pick (exercised in second round) (#13 overall)
16,1965-11-27,Jets (AFL),• Sam Ball,,1966 AFL draft second round pick (#14 overall)
17,1965-11-27,Jets (AFL),• Carl McAdams,,1966 AFL draft third round pick (#22 overall)
18,1965-11-27,Jets (AFL),• Jim Waskiewicz,,1966 AFL draft fourth round pick (#29 overall)
19,1965-11-27,Jets (AFL),• Phil Sheridan,,1966 AFL draft fourth round pick (#30 overall)
20,1965-11-27,Jets (AFL),• Ben Hawkins,,1966 AFL draft fifth round pick (#38 overall)
21,1965-11-27,Jets (AFL),• Dick Lemay,,1966 AFL draft sixth round pick (#48 overall)
22,1965-11-27,Jets (AFL),• Emerson Boozer,,1966 AFL draft sixth round pick (#46 overall)
23,1965-11-27,Jets (AFL),• Joe Dobson,,1966 AFL draft seventh round pick (#55 overall)
24,1965-11-27,Jets (AFL),• Pete Lammons,,1966 AFL draft eighth round pick (#68 overall)
25,1965-11-27,Jets (AFL),• James Jones / Jim Jones (a)?,,1966 AFL draft ninth round pick (#76 overall)
1,1965-11-27,Jets (AFL),• Bill Wolski,,1966 AFL draft tenth round pick (#85 overall)
2,1965-11-27,Jets (AFL),• Bob Walton,,1966 AFL draft eleventh round pick (#94 overall)
3,1965-11-27,Jets (AFL),• Gerry Allen / Jerry Allen?,,1966 AFL draft eleventh round pick (#91 overall)
4,1965-11-27,Jets (AFL),• Ken Hollister,,1966 AFL draft twelfth round pick (#103 overall)
5,1965-11-27,Jets (AFL),• Steve Chomyszak,,1966 AFL draft twelfth round pick (#101 overall)
6,1965-11-27,Jets (AFL),• Stas Maliszewski,,1966 AFL draft 13th round pick (#112 overall)
7,1965-11-27,Jets (AFL),• Stan Quintana,,1966 AFL draft 14th round pick (#121 overall)
8,1965-11-27,Jets (AFL),• Bill Cody,,1966 AFL draft 15th round pick (#130 overall)
9,1965-11-27,Jets (AFL),• Ron Acks,,1966 AFL draft 16th round pick (#139 overall)
10,1965-11-27,Jets (AFL),• Tom Tolleson / Tommy Tolleson,,1966 AFL draft 17th round pick (#148 overall)
11,1965-11-27,Jets (AFL),• Gerry Mosher,,1966 AFL draft 18th round pick (#157 overall)
12,1965-11-27,Jets (AFL),• Preston Ridlehuber,,1966 AFL draft 19th round pick (#166 overall)
13,1965-11-27,Jets (AFL),• Randy Schultz,,1966 AFL draft 20th round pick (#175 overall)
14,1965-11-27,Jets (AFL),• Don Parker (Martin),,1966 AFL redshirt draft first round pick (#5 overall)
15,1965-11-27,Jets (AFL),• Austin Denney,,1966 AFL redshirt draft second round pick (#14 overall)
16,1965-11-27,Jets (AFL),• Jerry Lovelace,,1966 AFL redshirt draft third round pick (#23 overall)
17,1965-11-27,Jets (AFL),• Tom Burnett / Tommy Burnett,,1966 AFL redshirt draft fourth round pick (#32 overall)
18,1965-11-27,Jets (AFL),• Ray Miller,,1966 AFL redshirt draft fifth round pick (#41 overall)
19,1965-11-27,Jets (AFL),• Allen Smith (Duncan),,1966 AFL redshirt draft sixth round pick (#50 overall)
20,1965-11-27,Jets (AFL),• Randy Smith,,1966 AFL redshirt draft seventh round pick (#59 overall)
21,1965-11-27,Jets (AFL),• Joe Campbell (b),,1966 AFL redshirt draft eighth round pick (#68 overall)
22,1965-11-27,Jets (AFL),• John Stipech,,1966 AFL redshirt draft ninth round pick (#77 overall)
23,1965-11-27,Jets (AFL),• Dick Fitzgerald (b),,1966 AFL redshirt draft tenth round pick (#86 overall)
24,1965-11-27,Jets (AFL),• Jim Kollman,,1966 AFL redshirt draft eleventh round pick (#95 overall)
25,1965-12-01,Jets (AFL),• Bill Yearby,,signed first round pick to a reported $200K contract (date approximate)
1,1965-12-16,Jets (AFL),• Carl McAdams,,signed to a $200-300K contract (date approximate)
2,1965-12-20,Jets (AFL),"• Jim Colclough / Jimmy Colclough  • ""high"" draft pick (?-?)",• John Huarte,trade with Patriots (AFL) (future considerations from earlier trade involving 1966 fourth round pick)
3,1965-12-21,Jets (AFL),• Jim Waskiewicz,,signed fourth round pick
4,1966-01-04,Jets (AFL),• Tom Burnett / Tommy Burnett,,signed redshirt draft fourth round pick
5,1966-01-16,Jets (AFL),,• Ed McDaniel / Wahoo McDaniel,lost in 1966 AFL expansion draft (to Dolphins (AFL))
6,1966-01-16,Jets (AFL),,• Mike Hudock,lost in 1966 AFL expansion draft (to Dolphins (AFL))
7,1966-01-16,Jets (AFL),,• Willie West,lost in 1966 AFL expansion draft (to Dolphins (AFL))
8,1966-01-19,Jets (AFL),,• LaVerne Torczon,lost in 1966 AFL expansion draft (to Dolphins (AFL))
9,1966-03-02,Jets (AFL),• Earl Christy / Early Christy,,signed free agent
10,1966-03-02,Jets (AFL),• John Matlock,,signed free agent
11,1966-07-01,Jets (AFL),• John Sample / Johnny Sample,,signed free agent (date approximate)
12,1966-07-01,Jets (AFL),• Paul Crane,,signed free agent (date approximate)
13,1966-07-01,Jets (AFL),• Randy Beverly,,signed free agent (date approximate)
14,1966-08-10,Jets (AFL),,• Bill Starr,waived
15,1966-08-10,Jets (AFL),,• Jack Hall (a),waived
16,1966-08-10,Jets (AFL),,• James Jones / Jim Jones (a)?,waived
17,1966-08-10,Jets (AFL),,• John Woronowich,waived
18,1966-08-10,Jets (AFL),,• Ken Hollister,waived
19,1966-08-10,Jets (AFL),,• Mike Katz,waived
20,1966-08-10,Jets (AFL),,• Pat Gucciardo,waived
21,1966-08-10,Jets (AFL),,• Richie Higgins,waived
22,1966-08-10,Jets (AFL),,• Steve Chomyszak,waived
23,1966-08-10,Jets (AFL),,• Tommy Morrow,waived
24,1966-08-25,Jets (AFL),,• Allen Smith (Duncan),waived
25,1966-08-25,Jets (AFL),,• Dee Mackey,waived-injured
1,1966-08-25,Jets (AFL),,• Jim Grey,waived
2,1966-08-25,Jets (AFL),,• John Matlock,waived
3,1966-09-03,Jets (AFL),,• Bob Werl,cut
4,1966-09-03,Jets (AFL),,• Nick DeFelice,cut
5,1966-09-03,Jets (AFL),,• Peter Perreault / Pete Perreault,cut
6,1966-09-06,Jets (AFL),,• Clyde Washington,retired
7,1966-09-06,Jets (AFL),• 1967 third round pick (#74-Henry King),• Jim Colclough / Jimmy Colclough,trade with Patriots (AFL)
8,1966-10-20,Jets (AFL),,• Jim O'Mahoney,dislocated elbow (out indefinitely)
9,1966-10-22,Jets (AFL),,• Jim O'Mahoney,waived
10,1966-10-22,Jets (AFL),,• William Rademacher / Bill Rademacher,waived
11,1967-03-14,Jets (AFL),• Paul Seiler / Paul Siler,,1967 NFL/AFL common draft first round pick (#12 overall)
12,1967-03-14,Jets (AFL),• Rich Sheron,,1967 NFL/AFL common draft second round pick (#37 overall)
13,1967-03-14,Jets (AFL),• Dennis Randall,,1967 NFL/AFL common draft third round pick (#66 overall)
14,1967-03-14,Jets (AFL),• Henry King,,1967 NFL/AFL common draft third round pick (#74 overall)
15,1967-03-14,Jets (AFL),• Julian Gray,,1967 NFL/AFL common draft fourth round pick (#92 overall)
16,1967-03-14,Jets (AFL),• Louis Jackson (a),,1967 NFL/AFL common draft fifth round pick (#118 overall)
17,1967-03-15,Jets (AFL),• Jeff Richardson,,1967 NFL/AFL common draft sixth round pick (#146 overall)
18,1967-03-15,Jets (AFL),• John Elliott (a),,1967 NFL/AFL common draft seventh round pick (#171 overall)
19,1967-03-15,Jets (AFL),• Gene Bledsoe,,1967 NFL/AFL common draft eighth round pick (#196 overall)
20,1967-03-15,Jets (AFL),• Ray Scott,,1967 NFL/AFL common draft ninth round pick (#224 overall)
21,1967-03-15,Jets (AFL),• Raymond Brown (a),,1967 NFL/AFL common draft tenth round pick (#249 overall)
22,1967-03-15,Jets (AFL),• Herb Slattery,,1967 NFL/AFL common draft eleventh round pick (#274 overall)
23,1967-03-15,Jets (AFL),• Randy Rasmussen (Lee),,1967 NFL/AFL common draft twelfth round pick (#302 overall)
24,1967-03-15,Jets (AFL),• Jack Emmer,,1967 NFL/AFL common draft 13th round pick (#327 overall)
25,1967-03-15,Jets (AFL),• Mike Stromberg,,1967 NFL/AFL common draft 14th round pick (#352 overall)
1,1967-03-15,Jets (AFL),• Jack Schweberger,,1967 NFL/AFL common draft 15th round pick (#380 overall)
2,1967-03-15,Jets (AFL),• Doug Archibald,,1967 NFL/AFL common draft 16th round pick (#405 overall)
3,1967-03-15,Jets (AFL),• Bob Biletnikoff,,1967 NFL/AFL common draft 17th round pick (#430 overall)
4,1967-04-04,Jets (AFL),• Nick DeFelice,• Mike Hudock,trade with Dolphins (AFL)
5,1967-06-30,Jets (AFL),• Solomon Brannan,• Mike Hudock,trade with Chiefs
6,1967-07-01,Jets (AFL),• John Dockery,,signed free agent (date approximate)
7,1967-07-11,Jets (AFL),• draft pick (?-?),• Seth Cartwright,trade with Chiefs
8,1967-07-31,Jets (AFL),,• Arnold Simkus / Arnie Simkus,waived
9,1967-07-31,Jets (AFL),,• Dave Mason (a),assigned to farm club
10,1967-07-31,Jets (AFL),,• Earl Christy / Early Christy,waived
11,1967-07-31,Jets (AFL),,• Fred Jackson,waived
12,1967-07-31,Jets (AFL),,• Herb Slattery,waived
13,1967-07-31,Jets (AFL),,• Jack Emmer,waived
14,1967-07-31,Jets (AFL),,• Julian Gray,waived
15,1967-07-31,Jets (AFL),,• Ken Hollister,waived
16,1967-07-31,Jets (AFL),,• Lou Jackson,waived
17,1967-07-31,Jets (AFL),,• Tom Hunt,assigned to farm club
18,1967-08-23,Jets (AFL),,• Bob Werl,released
19,1967-08-23,Jets (AFL),,• Dee Mackey,released
20,1967-08-23,Jets (AFL),,• Jim Gray (H.),released
21,1967-08-23,Jets (AFL),,• Jim O'Mahoney,released
22,1967-08-23,Jets (AFL),,• Ray Abruzzese / Ray Abruzzeze,released
23,1967-08-23,Jets (AFL),,• Ray Scott,released
24,1967-08-28,Jets (AFL),,• Sam DeLuca,surgery (date approximate)
25,1967-08-29,Jets (AFL),,• Myron Taliaferro / Mike Taliaferro (Eugene),waived-injured
1,1967-08-29,Jets (AFL),,• Sam DeLuca,waived-injured
2,1967-09-01,Jets (AFL),,• Rich Stebbins / Dick Stebbins,released (date approximate)
3,1967-09-05,Jets (AFL),,• Allen Smith (Duncan),waived
4,1967-09-05,Jets (AFL),,• John Elliott (a),waived
5,1967-09-05,Jets (AFL),,• Tom Burnett / Tommy Burnett,waived
6,1967-09-10,Jets (AFL),,• Cornell Gordon,knee injury (left game)
7,1967-09-10,Jets (AFL),,• Matt Snell,knee injury (left game)
8,1967-09-20,Jets (AFL),• Gerald Lusteg / Booth Lusteg,,claimed off waivers (from Dolphins (AFL))
9,1967-09-26,Jets (AFL),• 1968 eighth round pick (#200-Bob Taylor (b)),• Archie Roberts,trade with Dolphins (AFL)
10,1967-10-01,Jets (AFL),• Billy Joe (b. 1940-10-14),,signed free agent (date approximate)
11,1967-11-01,Jets (AFL),• cash,• Gerald Lusteg / Booth Lusteg,trade with Dolphins (AFL)
12,1967-11-05,Jets (AFL),,• Emerson Boozer,torn ligaments in right knee (out for season)
13,1967-11-06,Jets (AFL),,• Emerson Boozer,surgery on right knee to repair torn ligaments
14,1968-01-01,Jets (AFL),• 1968 eighth round pick (#214-Karl Henke),• rights to Richard Marshall (a) / Rich Marshall,trade with Oilers (AFL) (date approximate)
15,1968-01-21,Jets (AFL),,• Bill Brown,lost in 1968 AFL expansion draft (to Bengals (AFL))
16,1968-01-21,Jets (AFL),,• Jim Waskiewicz,lost in 1968 AFL expansion draft (to Bengals (AFL))
17,1968-01-21,Jets (AFL),,• John Matlock,lost in 1968 AFL expansion draft (to Bengals (AFL))
18,1968-01-21,Jets (AFL),,• Peter Perreault / Pete Perreault,lost in 1968 AFL expansion draft (to Bengals (AFL))
19,1968-01-21,Jets (AFL),,• Solomon Brannan,lost in 1968 AFL expansion draft (to Bengals (AFL))
20,1968-01-30,Jets (AFL),• Lee White,,1968 NFL/AFL common draft first round pick (#17 overall)
21,1968-01-30,Jets (AFL),• Steve Thompson (Merall),,1968 NFL/AFL common draft second round pick (#44 overall)
22,1968-01-30,Jets (AFL),• Sam Walton,,1968 NFL/AFL common draft third round pick (#72 overall)
23,1968-01-30,Jets (AFL),• Gary Magner,,1968 NFL/AFL common draft fourth round pick (#101 overall)
24,1968-01-30,Jets (AFL),• Lee Jacobsen,,1968 NFL/AFL common draft fifth round pick (#128 overall)
25,1968-01-31,Jets (AFL),• Oscar Lubke,,1968 NFL/AFL common draft seventh round pick (#182 overall)
1,1968-01-31,Jets (AFL),• Bob Taylor (b),,1968 NFL/AFL common draft eighth round pick (#200 overall)
2,1968-01-31,Jets (AFL),• Jim Richards,,1968 NFL/AFL common draft eighth round pick (#210 overall)
3,1968-01-31,Jets (AFL),• Karl Henke,,1968 NFL/AFL common draft eighth round pick (#214 overall)
4,1968-01-31,Jets (AFL),• Gary Houser,,1968 NFL/AFL common draft ninth round pick (#236 overall)
5,1968-01-31,Jets (AFL),• Mike D'Amato,,1968 NFL/AFL common draft tenth round pick (#264 overall)
6,1968-01-31,Jets (AFL),• Henry Owens,,1968 NFL/AFL common draft eleventh round pick (#290 overall)
7,1968-01-31,Jets (AFL),• Ray Hayes (Roy),,1968 NFL/AFL common draft twelfth round pick (#318 overall)
8,1968-01-31,Jets (AFL),• Tom Myslinski,,1968 NFL/AFL common draft 13th round pick (#344 overall)
9,1968-01-31,Jets (AFL),• Harvey Nairn / Harvey Narin,,1968 NFL/AFL common draft 14th round pick (#372 overall)
10,1968-01-31,Jets (AFL),• Ronnie Ehrig / Ron Ehrig?,,1968 NFL/AFL common draft 15th round pick (#398 overall)
11,1968-01-31,Jets (AFL),• Tom Bilotta,,1968 NFL/AFL common draft 16th round pick (#426 overall)
12,1968-01-31,Jets (AFL),• Myles Strasser,,1968 NFL/AFL common draft 17th round pick (#452 overall)
13,1968-05-18,Jets (AFL),• Joe Namath,,re-signed
14,1968-05-21,Jets (AFL),• Don Lillis,,assumed position of team president
15,1968-05-21,Jets (AFL),• Don Lillis  • Leon Hess  • Townsend Martin  • Phil Iselin,• David Werblin (A.) / Sonny Werblin,partner bought out
16,1968-06-08,Jets (AFL),• Gary Houser,,signed ninth round pick
17,1968-06-08,Jets (AFL),• Karl Henke,,signed eighth round pick
18,1968-07-10,Jets (AFL),• Nemiah Wilson,• conditional draft pick (not exercised),trade with Broncos
19,1968-07-11,Jets (AFL),• Lee Jacobsen,,re-signed
20,1968-07-11,Jets (AFL),• Randy Rasmussen (Lee),,re-signed
21,1968-07-13,Jets (AFL),• Oscar Lubke,,signed seventh round pick
22,1968-07-13,Jets (AFL),• Ray Hayes (Roy),,signed twelfth round pick
23,1968-07-19,Jets (AFL),• Lee White,,signed first round pick
24,1968-07-20,Jets (AFL),• Vito Parilli / Babe Parilli,• Myron Taliaferro / Mike Taliaferro (Eugene),trade with Patriots (AFL)
25,1968-07-23,Jets (AFL),,• Dennis Randall,player left camp
1,1968-07-23,Jets (AFL),,• Don Lillis,team president deceased
2,1968-07-25,Jets (AFL),• Philip Iselin,,appointed team president
3,1968-07-28,Jets (AFL),?,• Paul Richardson (a),trade with Bengals (AFL)
4,1968-07-31,Jets (AFL),,• Ben Crenshaw,cut
5,1968-07-31,Jets (AFL),,• Oscar Lubke,cut
6,1968-08-01,Jets (AFL),,• Gary Houser,cut
7,1968-08-01,Jets (AFL),,• Nemiah Wilson,cut
8,1968-08-01,Jets (AFL),,• Ray Scott,cut
9,1968-08-01,Jets (AFL),,• Tim Corcoran,cut
10,1968-08-01,Jets (AFL),• Jimmy Heidel,,signed (date approximate)
11,1968-08-05,Jets (AFL),,• Gene Bledsoe,cut
12,1968-08-05,Jets (AFL),,• Vic Esposito,cut
13,1968-08-07,Jets (AFL),,• Sherman Plunkett,waived
14,1968-08-14,Jets (AFL),,• Henry Owens,cut
15,1968-08-14,Jets (AFL),,• John Dockery,cut
16,1968-08-14,Jets (AFL),,• Steve Thompson (Merall),placed on injured list
17,1968-08-14,Jets (AFL),,• Wayne Richardson,cut
18,1968-08-16,Jets (AFL),• Bob Talamini,• 1969 third round pick (#78-Rich Johnson),trade with Oilers (AFL)
19,1968-08-19,Jets (AFL),,• Bob Taylor (b),cut
20,1968-08-19,Jets (AFL),,• Dave Hankee,cut
21,1968-08-19,Jets (AFL),,• Harvey Nairn / Harvey Narin,cut
22,1968-08-19,Jets (AFL),,• Lee Jacobson,cut
23,1968-08-19,Jets (AFL),,• Steve Chomyszak,cut
24,1968-08-19,Jets (AFL),,• Tom Nyslinsky,cut
25,1968-08-21,Jets (AFL),• cash,• Steve Chomyszak,trade with Bengals (AFL) (was probably a waiver claim)
1,1968-08-22,Jets (AFL),,• Nemiah Wilson,released
2,1968-08-26,Jets (AFL),,• Jim Harris,waived
3,1968-08-27,Jets (AFL),,• Bill Starr,released
4,1968-08-27,Jets (AFL),,• Gary Magner,released
5,1968-08-27,Jets (AFL),,• Henry King,released
6,1968-08-27,Jets (AFL),,• Jimmy Heidel,waived
7,1968-08-27,Jets (AFL),,• Mike D'Amato,released
8,1968-08-27,Jets (AFL),,• Ray Hayes (Roy),released
9,1968-08-27,Jets (AFL),,• William Rademacher / Bill Rademacher,released
10,1968-08-27,Jets (AFL),• Jim Harris,,recalled off waivers
