,Date,Team,Acquired,Relinquished,Notes
15,1947-12-19,Rams,• Bob Walker,,1948 NFL draft eighth round pick (#60 overall)
16,1947-12-19,Rams,• Mike Graham,,1948 NFL draft ninth round pick (#70 overall)
17,1947-12-19,Rams,• Glenn Johnson,,1948 NFL draft tenth round pick (#80 overall)
18,1947-12-19,Rams,• Johnny Zisch,,1948 NFL draft eleventh round pick (#90 overall)
19,1947-12-19,Rams,• Atherton Phleger / Pinky Phleger,,1948 NFL draft twelfth round pick (#100 overall)
20,1947-12-19,Rams,• Bob Heck (a),,1948 NFL draft 13th round pick (#110 overall)
21,1947-12-19,Rams,• Bill Schroll / Chuck Schroll / Charley Schroll,,1948 NFL draft 14th round pick (#120 overall)
22,1947-12-19,Rams,• Bob Dement,,1948 NFL draft 15th round pick (#130 overall)
23,1947-12-19,Rams,• Charley Schoenherr,,1948 NFL draft 16th round pick (#140 overall)
24,1947-12-19,Rams,• Larry Brink,,1948 NFL draft 17th round pick (#150 overall)
25,1947-12-19,Rams,• Bill O'Connor / Zeke O'Connor,,1948 NFL draft 18th round pick (#160 overall)
1,1947-12-19,Rams,• Bill Nelson (a),,1948 NFL draft 19th round pick (#170 overall)
2,1947-12-19,Rams,• Jim Rees (a),,1948 NFL draft 20th round pick (#180 overall)
3,1947-12-19,Rams,• Ray Borneman,,1948 NFL draft 21st round pick (#190 overall)
4,1947-12-19,Rams,• Ray Yagiello,,1948 NFL draft 22nd round pick (#200 overall)
5,1947-12-19,Rams,• John Pesek,,1948 NFL draft 23rd round pick (#210 overall)
6,1947-12-19,Rams,• Charlie DeAutremont,,1948 NFL draft 24th round pick (#220 overall)
7,1947-12-19,Rams,• Bob Levenhagen,,1948 NFL draft 25th round pick (#230 overall)
8,1947-12-19,Rams,• Aubrey Allen,,1948 NFL draft 26th round pick (#241 overall)
9,1947-12-19,Rams,• Leon Cooper,,1948 NFL draft 26th round pick (#240 overall)
10,1947-12-19,Rams,• Jim Wade,,1948 NFL draft 27th round pick (#250 overall)
11,1947-12-19,Rams,• Ken Sinofsky,,1948 NFL draft 28th round pick (#260 overall)
12,1947-12-19,Rams,• Bobby Jack Stuart,,1948 NFL draft 29th round pick (#270 overall)
13,1947-12-19,Rams,• Hilliard Crum / Junior Crum,,1948 NFL draft 30th round pick (#280 overall)
14,1947-12-19,Rams,• Tony Kunkiewicz,,1948 NFL draft 31st round pick (#288 overall)
15,1947-12-19,Rams,• Bill Taylor,,1948 NFL draft 32nd round pick (#295 overall)
16,1948-06-29,Rams,• 1949 draft pick (probably #63-Jerry Williams),• Clyde Johnson,trade with Packers
17,1948-07-01,Rams,• Bob Agler,,signed (date approximate)
18,1948-07-01,Rams,• Bruce Smith (Phillip),,(date approximate)
19,1948-08-01,Rams,• Clark Shaughnessy,,hired as advisory coach (date approximate)
20,1948-09-03,Rams,,• Bob Snyder,resigned as head coach
21,1948-09-03,Rams,• Clark Shaughnessy,,promoted from advisory coach to head coach
22,1948-12-21,Rams,• Bobby Thomason,,1949 NFL draft first round pick (#7 overall)
23,1948-12-21,Rams,• George Sims / Gabby Sims,,1949 NFL draft second round pick (#17 overall)
24,1948-12-21,Rams,• Jim Winkler,,1949 NFL draft third round pick (#27 overall)
25,1948-12-21,Rams,• Norm Van Brocklin,,1949 NFL draft fourth round pick (#37 overall)
1,1948-12-21,Rams,• Earl Howell / Dixie Howell,,1949 NFL draft fifth round pick (#47 overall)
2,1948-12-21,Rams,• Charles Reynolds / Charlie Reynolds,,1949 NFL draft sixth round pick (#57 overall)
3,1948-12-21,Rams,• Jerry Williams,,1949 NFL draft seventh round pick (#63 overall)
4,1948-12-21,Rams,• Jon Baker (b. 1923-06-14),,1949 NFL draft seventh round pick (#67 overall)
5,1948-12-21,Rams,• John Waldrum,,1949 NFL draft eighth round pick (#77 overall)
6,1948-12-21,Rams,• Johnny Smith,,1949 NFL draft ninth round pick (#87 overall)
7,1948-12-21,Rams,• George Buksar,,1949 NFL draft tenth round pick (#94 overall)
8,1948-12-21,Rams,• Max Minnich,,1949 NFL draft tenth round pick (#97 overall)
9,1948-12-21,Rams,• Jim Cozad,,1949 NFL draft eleventh round pick (#107 overall)
10,1948-12-21,Rams,• Bill Renna,,1949 NFL draft twelfth round pick (#117 overall)
11,1948-12-21,Rams,• Paul Barry,,1949 NFL draft 13th round pick (#127 overall)
12,1948-12-21,Rams,• Ed Carmichael,,1949 NFL draft 14th round pick (#137 overall)
13,1948-12-21,Rams,• J.C. Dodd,,1949 NFL draft 15th round pick (#147 overall)
14,1948-12-21,Rams,• Joe Morgan (a),,1949 NFL draft 16th round pick (#157 overall)
15,1948-12-21,Rams,• Dick Sheffield,,1949 NFL draft 17th round pick (#167 overall)
16,1948-12-21,Rams,• Hillary Chollet,,1949 NFL draft 18th round pick (#177 overall)
17,1948-12-21,Rams,• Joe Leonard,,1949 NFL draft 19th round pick (#187 overall)
18,1948-12-21,Rams,• Lloyd Eisenberg,,1949 NFL draft 20th round picK (#197 overall)
19,1948-12-21,Rams,• George Teufel,,1949 NFL draft 21st round pick (#207 overall)
20,1948-12-21,Rams,• Ed Hamilton,,1949 NFL draft 22nd round picK (#217 overall)
21,1948-12-21,Rams,• Walt Kersulis,,1949 NFL draft 23rd round pick (#227 overall)
22,1948-12-21,Rams,• Fred Klemenok,,1949 NFL draft 24th round pick (#237 overall)
23,1948-12-21,Rams,• (William) Clay Matthews Sr.,,1949 NFL draft 25th round pick (#247 overall)
24,1949-07-26,Rams,• Elroy Hirsch / Crazy Legs Hirsch,,signed
25,1949-09-08,Rams,• 1950 first round pick (#9-Ralph Pasquariello)  • cash,• Jim Hardy,trade with Cardinals
1,1950-01-01,Rams,?,• John Martin (a),trade with Redskins (date approximate)
2,1950-01-21,Rams,• Ralph Pasquariello,,1950 NFL draft first round pick (#9 overall)
3,1950-01-21,Rams,• Stan West,,1950 NFL draft first round pick (#12 overall)
4,1950-01-21,Rams,• Bob Fuchs,,1950 NFL draft second round pick (#25 overall)
5,1950-01-21,Rams,• Don Murray,,1950 NFL draft third round pick (#38 overall)
6,1950-01-21,Rams,• Ben Proctor,,1950 NFL draft fourth round pick (#51 overall)
7,1950-01-21,Rams,• Dick McKissack,,1950 NFL draft fifth round pick (#64 overall)
8,1950-01-21,Rams,• Orville Langrell,,1950 NFL draft sixth round pick (#77 overall)
9,1950-01-21,Rams,• Cliff Coggin,,1950 NFL draft seventh round pick (#90 overall)
10,1950-01-21,Rams,• Woodley Lewis,,1950 NFL draft eighth round pick (#103 overall)
11,1950-01-21,Rams,• Les Cowan,,1950 NFL draft ninth round pick (#116 overall)
12,1950-01-21,Rams,• Jay Van Noy,,1950 NFL draft tenth round pick (#129 overall)
13,1950-01-21,Rams,• Fred Stuvek,,1950 NFL draft 11th round pick (#142 overall)
14,1950-01-21,Rams,• Jay Roundy,,1950 NFL draft 11th round pick (#137 overall)
15,1950-01-21,Rams,• John Lunney,,1950 NFL draft twelfth round pick (#155 overall)
16,1950-01-21,Rams,• Tom Winbigler,,1950 NFL draft 13th round pick (#168 overall)
17,1950-01-21,Rams,• Bill Trautwein,,1950 NFL draft 14th round pick (#181 overall)
18,1950-01-21,Rams,• Dave Stephenson / Trapper Stephenson,,1950 NFL draft 15th round pick (#194 overall)
19,1950-01-21,Rams,• Jim Maloney,,1950 NFL draft 16th round pick (#207 overall)
20,1950-01-21,Rams,• Harry Neugold,,1950 NFL draft 17th round pick (#220 overall)
21,1950-01-21,Rams,• Bobby Collier,,1950 NFL draft 18th round pick (#233 overall)
22,1950-01-21,Rams,• John Smith / Johnny Smith?,,1950 NFL draft 19th round pick (#246 overall)
23,1950-01-21,Rams,• Bill Young (a),,1950 NFL draft 20th round pick (#259 overall)
24,1950-01-21,Rams,• Bill Klein,,1950 NFL draft 21st round pick (#272 overall)
25,1950-01-21,Rams,• Doug Barber,,1950 NFL draft 22nd round pick (#285 overall)
1,1950-01-21,Rams,• Jim Bird,,1950 NFL draft 23rd round pick (#298 overall)
2,1950-01-21,Rams,• Joe Joiner,,1950 NFL draft 24th round pick (#311 overall)
3,1950-01-21,Rams,• Dan Towler / Deacon Towler,,1950 NFL draft 25th round pick (#324 overall)
4,1950-01-21,Rams,• Otto Haldy,,1950 NFL draft 26th round pick (#337 overall)
5,1950-01-21,Rams,• Hal Kilman,,1950 NFL draft 27th round pick (#350 overall)
6,1950-01-21,Rams,• Junior Morgan,,1950 NFL draft 28th round pick (#363 overall)
7,1950-01-21,Rams,• Bob Heck (a),,1950 NFL draft 29th round pick (#376 overall)
8,1950-01-21,Rams,• Bill Lange,,1950 NFL draft 30th round pick (#389 overall)
9,1950-01-22,Rams,• rights to Glenn Davis,• Jim Winkler  • rights to Emil Sitko / Red Sitko,trade with 49ers
10,1950-02-01,Rams,• Joe Stydahar,,promoted from assistant coach to head coach (date approximate)
11,1950-02-16,Rams,,• Clark Shaughnessy,fired as head coach (date approximate)
12,1950-02-23,Rams,,• Glenn Dobbs,retired
13,1950-03-22,Rams,• Glenn Davis,,signed
14,1950-05-16,Rams,• Stan West,,signed first round pick
15,1950-06-02,Rams,• Bill Renna,,1950 NFL dispersal draft of AAFC players sixth round pick (#82 overall)
16,1950-06-02,Rams,• Dale Armstrong,,1950 NFL dispersal draft of AAFC players tenth round pick (#138 overall)
17,1950-06-02,Rams,• Dick Scott,,1950 NFL dispersal draft of AAFC players eighth round pick (#110 overall)
18,1950-06-02,Rams,• Dick Wilkins,,1950 NFL dispersal draft of AAFC players third round pick (#37 overall)
19,1950-06-02,Rams,• Ed Kelley,,1950 NFL dispersal draft of AAFC players ninth round pick (#123 overall)
20,1950-06-02,Rams,• Ernie Williamson,,1950 NFL dispersal draft of AAFC players fifth round pick (#67 overall)
21,1950-06-02,Rams,• Jack Swaner,,1950 NFL dispersal draft of AAFC players seventh round pick (#95 overall)
22,1950-06-02,Rams,• Victor Vasicek / Vic Vasicek,,1950 NFL dispersal draft of AAFC players second round pick (#24 overall)
23,1950-06-02,Rams,• Wade Walker,,1950 NFL dispersal draft of AAFC players fourth round pick (#54 overall)
24,1950-06-02,Rams,• Arthur Statuto / Art Statuto,,1950 NFL dispersal draft of AAFC players first round pick (#11 overall)
25,1950-06-02,Rams,• Bob Reinhard (Richard),• Jerry Cowhig / Gerry Cowhig  • Bob Shaw (b. 1921-05-22)  • Tom Keane,trade with Cardinals
1,1951-01-18,Rams,• Bud McFadin,,1951 NFL draft first round pick (#11 overall)
2,1951-01-18,Rams,• Herb Rich,,1951 NFL draft second round pick (#24 overall)
3,1951-01-18,Rams,• Charley Toogood,,1951 NFL draft third round pick (#35 overall)
4,1951-01-18,Rams,• George Kinek,,1951 NFL draft fourth round pick (#48 overall)
5,1951-01-18,Rams,• Tony Momsen,,1951 NFL draft fifth round pick (#59 overall)
6,1951-01-18,Rams,• Norb Hecker,,1951 NFL draft sixth round pick (#72 overall)
7,1951-01-18,Rams,• Alan Egler,,1951 NFL draft seventh round pick (#83 overall)
8,1951-01-18,Rams,• Hugo Primiani,,1951 NFL draft eighth round pick (#96 overall)
9,1951-01-18,Rams,• Nolan Lang,,1951 NFL draft ninth round pick (#107 overall)
10,1951-01-18,Rams,• Roland Kirkby,,1951 NFL draft tenth round pick (#121 overall)
11,1951-01-18,Rams,• John Natyshak,,1951 NFL draft eleventh round pick (#132 overall)
12,1951-01-18,Rams,• Don Hardey,,1951 NFL draft twelfth round pick (#145 overall)
13,1951-01-18,Rams,• Joe Reid,,1951 NFL draft 13th round pick (#156 overall)
14,1951-01-18,Rams,• Rob McCoy,,1951 NFL draft 14th round pick (#169 overall)
15,1951-01-19,Rams,• Obie Posey,,1951 NFL draft 15th round pick (#180 overall)
16,1951-01-19,Rams,• Bill Robertson (a),,1951 NFL draft 16th round pick (#193 overall)
17,1951-01-19,Rams,• Hal Riley,,1951 NFL draft 17th round pick (#204 overall)
18,1951-01-19,Rams,• Dick Daugherty,,1951 NFL draft 18th round pick (#217 overall)
19,1951-01-19,Rams,• Andy Robustelli,,1951 NFL draft 19th round pick (#228 overall)
20,1951-01-19,Rams,• Jim Nutter,,1951 NFL draft 20th round pick (#241 overall)
21,1951-01-19,Rams,• Earl Stelle,,1951 NFL draft 21st round pick (#252 overall)
22,1951-01-19,Rams,• Billy Baggett,,1951 NFL draft 22nd round pick (#265 overall)
23,1951-01-19,Rams,• Dean Thomas,,1951 NFL draft 23rd round pick (#276 overall)
24,1951-01-19,Rams,• Harry Abeltin,,1951 NFL draft 24th round pick (#289 overall)
25,1951-01-19,Rams,• Jackie Calvert,,1951 NFL draft 25th round pick (#300 overall)
1,1951-01-19,Rams,• Howard Ruetz / Howie Ruetz,,1951 NFL draft 26th round pick (#313 overall)
2,1951-01-19,Rams,• Al Brosky,,1951 NFL draft 27th round pick (#324 overall)
3,1951-01-19,Rams,• Sterling Wingo,,1951 NFL draft 28th round pick (#337 overall)
4,1951-01-19,Rams,• Earl Jackson,,1951 NFL draft 29th round pick (#348 overall)
5,1951-01-19,Rams,• Alvin Hanley,,1951 NFL draft 30th round pick (#361 overall)
6,1951-04-21,Rams,• Dick Nanry,,signed
7,1951-04-21,Rams,• Mike Nolan,,signed
8,1951-07-19,Rams,• 1952 first round pick (not exercised)  • 1952 second round pick (not exercised),• Bobby Thomason,trade with Packers (conditional trade that was later cancelled by Packers)
9,1951-07-31,Rams,?,• Ralph Pasquariello,trade with Cardinals
10,1951-08-21,Rams,• undisclosed terms (?),• Jerry Grenier,trade with Packers
11,1951-09-28,Rams,• undisclosed terms,• Dave Stephenson / Trapper Stephenson  • Dick Moje,trade with Packers
12,1951-12-27,Rams,• Bobby Thomason,• 1952 first round pick (not exercised)  • 1952 second round pick (not exercised),Packers cancelled earlier conditional trade with Rams
13,1952-01-01,Rams,• 1952 fourth round pick (#40-Ken Casner),?,trade with Cardinals (date approximate)
14,1952-01-17,Rams,• Jack Myers (a) / Moose Myers  • 1953 first round pick (#9-Donn Moomaw),• Bobby Thomason  • player to be named later (Jack Zilly on 03-17),trade with Eagles
15,1952-01-17,Rams,• Bill Wade / Billy Wade,,1952 NFL draft bonus pick (#1 overall)
16,1952-01-17,Rams,• Bob Carey,,1952 NFL draft first round pick (#13 overall)
17,1952-01-17,Rams,• Bob Griffin (a),,1952 NFL draft second round pick (#25 overall)
18,1952-01-17,Rams,• Dewey McConnell,,1952 NFL draft third round pick (#37 overall)
19,1952-01-17,Rams,• Ken Casner,,1952 NFL draft fourth round pick (#40 overall)
20,1952-01-17,Rams,• Volney Quinlan / Skeet Quinlan,,1952 NFL draft fourth round pick (#49 overall)
21,1952-01-17,Rams,• Gordon Polofsky,,1952 NFL draft fifth round pick (#61 overall)
22,1952-01-17,Rams,• Duane Putnam,,1952 NFL draft sixth round pick (#66 overall)
23,1952-01-17,Rams,• Jerrell Price,,1952 NFL draft sixth round pick (#73 overall)
24,1952-01-17,Rams,• Burt Delevan,,1952 NFL draft seventh round pick (#85 overall)
25,1952-01-17,Rams,• Tom McCormick (a),,1952 NFL draft eighth round pick (#97 overall)
1,1952-01-17,Rams,• Byron Townsend,,1952 NFL draft ninth round pick (#109 overall)
2,1952-01-17,Rams,• Luke Welch,,1952 NFL draft tenth round pick (#121 overall)
3,1952-01-17,Rams,• Sam Baker (H.),,1952 NFL draft eleventh round pick (#133 overall)
4,1952-01-17,Rams,• Jake Roberts (a),,1952 NFL draft twelfth round pick (#145 overall)
5,1952-01-17,Rams,• Aubrey Phillips / Red Phillips (a),,1952 NFL draft 13th round pick (#157 overall)
6,1952-01-17,Rams,• Joe Moss,,1952 NFL draft 14th round pick (#169 overall)
7,1952-01-17,Rams,• Bill Hegarty,,1952 NFL draft 15th round pick (#181 overall)
8,1952-01-17,Rams,• Bob Hooks,,1952 NFL draft 16th round pick (#193 overall)
9,1952-01-17,Rams,• John Griggs,,1952 NFL draft 17th round pick (#205 overall)
10,1952-01-17,Rams,• Bob Dees,,1952 NFL draft 18th round pick (#217 overall)
11,1952-01-17,Rams,• Harry Geldien,,1952 NFL draft 19th round pick (#229 overall)
12,1952-01-17,Rams,• Ed Weber,,1952 NFL draft 20th round pick (#241 overall)
13,1952-01-17,Rams,• Art Preston,,1952 NFL draft 21st round pick (#253 overall)
14,1952-01-17,Rams,• Joe Pahr,,1952 NFL draft 22nd round pick (#265 overall)
15,1952-01-17,Rams,• Don Greene,,1952 NFL draft 23rd round pick (#277 overall)
16,1952-01-17,Rams,• Rich Kelnhofer,,1952 NFL draft 24th round pick (#289 overall)
17,1952-01-17,Rams,• Len Teeuws,,1952 NFL draft 25th round pick (#301 overall)
18,1952-01-17,Rams,• Frank Fuller,,1952 NFL draft 26th round pick (#313 overall)
19,1952-01-17,Rams,• Hugh Meyer,,1952 NFL draft 27th round pick (#325 overall)
20,1952-01-17,Rams,• Granville Hart,,1952 NFL draft 28th round pick (#337 overall)
21,1952-01-17,Rams,• Gerry Perry,,1952 NFL draft 29th round pick (#349 overall)
22,1952-01-17,Rams,• Jake Roberts (a),,signed twelfth round pick
23,1952-03-14,Rams,• rights to Jack Myers (a) / Moose Myers  • 1953 first round pick (#9-Donn Moomaw),• rights to Bobby Thomason  • player to be named later (Jack Zilly on 1952-03-17),trade with Eagles
24,1952-05-17,Rams,,• Jack Zilly,"sent to Eagles as player to be named later in earlier trade involving rights to Jack Myers (a) / Moose Myers, rights to Bobby Thomason"
25,1952-06-12,Rams,• Les Richter,• Dick Hoerner  • Tom Keane  • Joe Reid  • Jack Halliday  • George Sims / Gabby Sims  • Aubrey Phillips / Red Phillips (a)  • Victor Vasicek / Vic Vasicek  • Billy Baggett  • Dick McKissick  • Dick Wilkins  • Dave Anderson,trade with Dallas
1,1952-07-01,Rams,• Richard Lane / Dick Lane / Night Train Lane,,signed (date approximate)
2,1952-07-11,Rams,• Chet Nicholson,,signed free agent
3,1952-07-11,Rams,• Herman Reed (a),,signed free agent
4,1952-07-11,Rams,• rights to Nick Bolkovac  • 1953 sixth round pick (#64-Paul Miller),• Joe Moss,trade with Redskins
5,1952-07-15,Rams,• John Hock / Johnny Hock,• Jerrell Price  • Gordon Polofsky,trade with Cardinals
6,1952-07-17,Rams,• Bill Wade / Billy Wade,,signed to a contract to begin in 1954
7,1952-09-15,Rams,,• Joe Stydahar,resigned as head coach (date approximate)
8,1952-09-15,Rams,• Hampton Pool,,hired as head coach (date approximate)
9,1952-10-15,Rams,,• Duane Putnam,placed on IR with pulled muscle in leg
10,1952-11-01,Rams,,• Carl Mayes,waived (date approximate)
11,1952-11-03,Rams,,• Marvin Johnson,waived (date approximate)
12,1953-01-01,Rams,,• Bob Waterfield,retired (date approximate)
13,1953-01-01,Rams,• undisclosed terms (?),• Bill Lange,trade with Colts (date approximate)
14,1953-01-01,Rams,• undisclosed terms (?),• Tom Kalmanir / Tommy Kalmanir,trade with Colts (date approximate)
15,1953-01-22,Rams,• Donn Moomaw,,1953 NFL draft first round pick (#9 overall)
16,1953-01-22,Rams,• Ed Barker,,1953 NFL draft first round pick (#12 overall)
17,1953-01-22,Rams,• Rudy Bukich,,1953 NFL draft second round pick (#24 overall)
18,1953-01-22,Rams,• Bob Fry,,1953 NFL draft third round pick (#36 overall)
19,1953-01-22,Rams,• Willie Roberts (a),,1953 NFL draft fourth round pick (#48 overall)
20,1953-01-22,Rams,• Tom Scott (Coster),,1953 NFL draft fifth round pick (#60 overall)
21,1953-01-22,Rams,• Howie Waugh,,1953 NFL draft sixth round pick (#72 overall)
22,1953-01-22,Rams,• Paul Miller,,1953 NFL draft sixth round pick (#64 overall)
23,1953-01-22,Rams,• Bob Morgan,,1953 NFL draft eighth round pick (#96 overall)
24,1953-01-22,Rams,• Brad Myers,,1953 NFL draft ninth round pick (#108 overall)
25,1953-01-22,Rams,• Mick Lakos,,1953 NFL draft tenth round pick (#120 overall)
1,1953-01-22,Rams,• Jim Bailey (b) / Boxcar Bailey,,1953 NFL draft eleventh round pick (#132 overall)
2,1953-01-22,Rams,• Chuck Doud,,1953 NFL draft twelfth round pick (#144 overall)
3,1953-01-22,Rams,• Andy Matto,,1953 NFL draft 13th round pick (#156 overall)
4,1953-01-22,Rams,• Frank James,,1953 NFL draft 14th round pick (#168 overall)
5,1953-01-22,Rams,• Tom Carroll,,1953 NFL draft 15th round pick (#180 overall)
6,1953-01-22,Rams,• Ben DeLoe,,1953 NFL draft 16th round pick (#192 overall)
