,0,1,2
954,Rams,Broncos,2000
955,Broncos,Packers,2001
956,Packers,Bills,2002
957,Packers,Vikings,2003
958,Eagles,Vikings,2006
959,Vikings,Seahawks,2008
960,Broncos,Texans,2002
961,Texans,Browns,2005
962,Browns,Saints,2006
963,Bengals,Giants,2021
964,Giants,Cardinals,2022
965,Commanders,Dolphins,2004
966,Dolphins,Broncos,2016
967,Broncos,Dolphins,2016
968,Dolphins,Broncos,2017
969,Broncos,Packers,2019
970,Packers,Broncos,2022
971,Broncos,Jets,2023
972,Titans,Chargers,2006
973,Browns,Colts,2015
974,Colts,Broncos,2016
975,Broncos,Packers,2020
976,Dolphins,Patriots,2005
977,Patriots,Browns,2009
978,Titans,Packers,2009
979,Titans,Eagles,2002
980,Jaguars,49ers,2014
981,49ers,Cardinals,2017
982,Cardinals,Titans,2018
983,Titans,Buccaneers,2020
984,Buccaneers,Chiefs,2023
985,Rams,Lions,2006
986,Vikings,Seahawks,2017
987,49ers,Vikings,2017
988,Vikings,Jaguars,2018
989,Jaguars,Chiefs,2019
990,Chiefs,Cowboys,2020
991,Cowboys,Chiefs,2021
992,Jaguars,Rams,2019
993,Bears,Broncos,2002
994,Jets,Texans,2022
995,Bills,Browns,2009
996,Browns,49ers,2011
997,49ers,Bears,2012
998,Rams,Jets,2019
999,Jets,Eagles,2020
1000,Eagles,Rams,2021
1001,Saints,Cardinals,2023
1002,Browns,49ers,2022
1003,49ers,Jaguars,2022
1004,Packers,Giants,2020
1005,Giants,Raiders,2022
1006,Jets,Buccaneers,2000
1007,Jets,Seahawks,2021
1008,Titans,Falcons,2016
1009,Falcons,Buccaneers,2021
1010,Jaguars,Buccaneers,2005
1011,Buccaneers,Bengals,2007
1012,Lions,Seahawks,2020
1013,Titans,Colts,2006
1014,Colts,Cardinals,2007
1015,Falcons,Chargers,2002
1016,Colts,Chargers,2011
1017,Falcons,Jaguars,2004
1018,Jaguars,Giants,2005
1019,Eagles,Bengals,2004
1020,Bengals,Ravens,2012
1021,Raiders,Jaguars,2002
1022,Cowboys,Dolphins,2010
1023,Dolphins,Lions,2010
1024,Lions,Patriots,2012
1025,Bills,Packers,2001
1026,Bears,Seahawks,2001
1027,Seahawks,Chiefs,2009
1028,Jets,Patriots,2000
1029,Patriots,Raiders,2004
1030,Raiders,Jets,2006
1031,Jets,Browns,2007
1032,Giants,Bengals,2018
1033,Bengals,Bills,2021
1034,Bills,Titans,2021
1035,Titans,Bills,2022
1036,Cardinals,Bears,2016
1037,Bears,Broncos,2021
1038,Dolphins,Commanders,2021
1039,Commanders,Giants,2023
1040,Jaguars,Saints,2008
1041,Saints,Eagles,2010
1042,Colts,Giants,2023
1043,Browns,Buccaneers,2013
1044,Buccaneers,Giants,2016
1045,Giants,Ravens,2017
1046,49ers,Bears,2002
1047,Steelers,Jaguars,2002
1048,Jaguars,Bills,2003
1049,Bills,Chargers,2004
1050,Eagles,Seahawks,2004
1051,Bears,Titans,2005
1052,Titans,Vikings,2007
1053,Vikings,Chiefs,2009
1054,Seahawks,Rams,2022
1055,Rams,Seahawks,2023
1056,Bills,Giants,2023
1057,Chiefs,Dolphins,2008
1058,Falcons,Seahawks,2007
1059,Lions,Broncos,2008
1060,Chiefs,Lions,2002
1061,Commanders,Vikings,2000
1062,Vikings,Raiders,2002
1063,Raiders,Cardinals,2007
1064,Browns,Packers,2004
1065,Packers,Texans,2006
1066,Bills,Browns,2008
1067,Buccaneers,Bears,2000
1068,Giants,Raiders,2001
1069,Ravens,Panthers,2002
1070,Commanders,Buccaneers,2001
1071,Buccaneers,Vikings,2005
1072,Vikings,Cowboys,2007
1073,Packers,Eagles,2015
1074,Titans,Jets,2006
1075,Giants,Bears,2001
1076,Bears,Browns,2011
1077,Panthers,Jaguars,2016
1078,Browns,Texans,2013
1079,Jets,Bills,2011
1080,Bills,Eagles,2013
1081,Steelers,Giants,2015
1082,Jets,Eagles,2023
1083,Colts,Jets,2000
1084,Jets,Lions,2001
1085,Lions,Bills,2004
1086,Cowboys,Texans,2012
1087,Cowboys,Jets,2023
1088,Ravens,Panthers,2022
1089,Broncos,Dolphins,2022
1090,Rams,Eagles,2013
1091,Eagles,Patriots,2015
1092,Rams,Lions,2017
1093,Buccaneers,Chiefs,2013
1094,Chiefs,Buccaneers,2014
1095,Buccaneers,Seahawks,2017
1096,Seahawks,Jets,2020
1097,Jets,Jaguars,2021
1098,Jaguars,Titans,2021
1099,49ers,Buccaneers,2019
1100,Buccaneers,Falcons,2022
1101,Broncos,Texans,2019
1102,Texans,Saints,2021
1103,Saints,Eagles,2023
1104,Colts,Cardinals,2013
1105,Cardinals,Seahawks,2016
1106,Seahawks,Bears,2017
1107,Lions,Titans,2021
1108,Titans,Lions,2022
1109,Packers,Rams,2011
1110,Rams,Cowboys,2012
1111,Browns,Chiefs,2012
1112,Raiders,Bengals,2019
1113,Bengals,Jets,2020
1114,Saints,Falcons,2000
1115,Chiefs,Dolphins,2014
1116,Raiders,Seahawks,2017
1117,Raiders,Dolphins,2014
1118,Dolphins,Raiders,2014
1119,Raiders,Chargers,2015
1120,Browns,Bills,2020
1121,Saints,Patriots,2017
1122,Patriots,Rams,2018
1123,Rams,Texans,2020
1124,Texans,Cowboys,2023
1125,Broncos,Bengals,2020
1126,Bengals,49ers,2023
1127,Bengals,Panthers,2004
1128,Patriots,Dolphins,2018
1129,Dolphins,Patriots,2019
1130,Patriots,Raiders,2022
1131,Packers,Jets,2016
1132,Eagles,Steelers,2015
1133,Texans,Eagles,2016
1134,Seahawks,Patriots,2014
1135,Patriots,Saints,2015
1136,Vikings,Bengals,2013
1137,Bengals,Bills,2013
1138,Chiefs,Cowboys,2012
1139,Cowboys,Ravens,2017
1140,Ravens,Cowboys,2020
1141,Rams,Packers,2008
1142,Lions,Jets,2018
1143,Jets,Patriots,2020
1144,Patriots,Falcons,2021
1145,Falcons,Ravens,2022
1146,Patriots,Jaguars,2013
1147,Jaguars,Saints,2014
1148,Buccaneers,Giants,2017
1149,Bears,Texans,2015
1150,Chargers,Raiders,2021
1151,Raiders,Colts,2022
1152,Colts,Raiders,2023
1153,Dolphins,Saints,2015
1154,Chiefs,Chargers,2014
1155,Dolphins,Seahawks,2009
1156,Vikings,49ers,2017
1157,49ers,Falcons,2018
1158,Bengals,Titans,2014
1159,Eagles,Rams,2009
1160,Rams,Dolphins,2013
1161,Patriots,Rams,2007
1162,Rams,Broncos,2009
1163,Jaguars,Rams,2005
1164,Texans,Titans,2014
1165,Packers,Browns,2012
1166,Giants,49ers,2012
1167,49ers,Giants,2013
1168,Falcons,Panthers,2006
1169,Cardinals,Bengals,2008
1170,Bengals,Steelers,2012
1171,Titans,49ers,2009
1172,Panthers,Patriots,2014
1173,Patriots,Bengals,2016
1174,Bengals,Raiders,2018
1175,49ers,Commanders,2006
1176,Commanders,Bears,2008
1177,Bears,Broncos,2009
1178,Broncos,Rams,2011
1179,Rams,Patriots,2012
1180,Patriots,49ers,2014
1181,Browns,Buccaneers,2014
1182,Rams,Chargers,2006
1183,Chargers,Bears,2010
1184,Broncos,Dolphins,2010
1185,Dolphins,Bears,2012
1186,Jaguars,Broncos,2013
1187,Bears,Jets,2015
1188,Jets,Giants,2017
1189,Giants,Seahawks,2018
1190,Browns,Cardinals,2010
1191,Cardinals,Lions,2010
1192,Lions,Buccaneers,2012
1193,Rams,Giants,2015
1194,Bears,Patriots,2009
1195,Chargers,Ravens,2008
1196,Broncos,Jaguars,2023
1197,Seahawks,Chargers,2016
1198,Patriots,Bears,2011
1199,Bears,Commanders,2012
1200,Commanders,Giants,2015
1201,Patriots,Seahawks,2002
1202,49ers,Chargers,2010
1203,Raiders,Giants,2013
1204,Giants,Buccaneers,2014
1205,Cowboys,Commanders,2004
1206,Lions,Falcons,2020
1207,Falcons,Rams,2021
1208,Rams,Vikings,2023
1209,Commanders,Jaguars,2022
1210,Jets,Seahawks,2020
1211,Seahawks,Dolphins,2022
1212,Giants,Panthers,2004
1213,Panthers,Giants,2006
1214,Chargers,Chiefs,2012
1215,Patriots,Bills,2014
1216,Ravens,Colts,2003
1217,Colts,Broncos,2007
1218,Broncos,Seahawks,2010
1219,Seahawks,Giants,2011
1220,Giants,Broncos,2012
1221,Broncos,Ravens,2013
1222,Patriots,Bengals,2011
1223,Bengals,Bills,2016
1224,Bills,Saints,2018
1225,Browns,Cowboys,2014
1226,Cowboys,Texans,2015
1227,Eagles,49ers,2004
1228,Jets,Jaguars,2018
1229,49ers,Rams,2007
1230,Dolphins,Panthers,2015
1231,Panthers,Dolphins,2015
1232,Panthers,Seahawks,2016
1233,Seahawks,Colts,2017
1234,Cardinals,Giants,2020
1235,Ravens,Chiefs,2022
1236,Commanders,Giants,2004
1237,Vikings,Panthers,2019
1238,Panthers,Lions,2022
1239,Colts,Dolphins,2008
1240,Jaguars,Browns,2001
1241,Jets,Dolphins,2023
1242,Chiefs,Saints,2021
1243,Browns,Jets,2009
1244,Jets,49ers,2011
1245,49ers,Jets,2012
1246,Jets,Seahawks,2012
1247,Chargers,Steelers,2023
1248,Steelers,Jaguars,2000
1249,Jaguars,Lions,2001
1250,Lions,Commanders,2002
1251,Dolphins,Bears,2005
1252,Bears,Ravens,2008
1253,Texans,Dolphins,2021
1254,Packers,Seahawks,2011
1255,Seahawks,Jets,2014
1256,Jets,Texans,2017
1257,Panthers,Steelers,2000
1258,Steelers,Giants,2004
1259,Dolphins,Bears,2000
1260,Falcons,Dolphins,2013
1261,Dolphins,Buccaneers,2016
1262,Jets,Texans,2020
1263,Dolphins,Jets,2003
1264,Bears,Titans,2019
1265,Ravens,Bears,2019
1266,Titans,Bears,2020
1267,Bears,Cowboys,2021
1268,Cowboys,Ravens,2022
1269,49ers,Panthers,2001
1270,Bills,Jaguars,2018
1271,Jaguars,Commanders,2019
1272,Commanders,Jaguars,2019
1273,Jaguars,Titans,2020
1274,Titans,Cardinals,2021
1275,Cardinals,Titans,2021
1276,Titans,Bears,2022
1277,Ravens,Browns,2018
1278,Browns,Buccaneers,2019
1279,Buccaneers,Jets,2020
1280,Jets,Buccaneers,2021
1281,Seahawks,Titans,2014
1282,Commanders,Jets,2000
1283,Jets,Raiders,2000
1284,Raiders,Commanders,2001
1285,Commanders,Browns,2003
1286,Browns,Giants,2003
1287,Packers,Jets,2008
1288,Jets,Vikings,2009
1289,Packers,Cardinals,2019
1290,Giants,Vikings,2018
1291,Broncos,Titans,2009
1292,Titans,Eagles,2022
1293,Cowboys,Saints,2021
1294,Saints,Cowboys,2022
1295,Cowboys,Rams,2023
1296,Rams,Falcons,2009
1297,Broncos,Rams,2023
1298,Packers,49ers,2011
1299,Rams,Panthers,2002
1300,Steelers,49ers,2020
1301,49ers,Browns,2021
1302,Broncos,Buccaneers,2007
1303,Buccaneers,Lions,2010
1304,Eagles,Broncos,2009
1305,Saints,Bears,2014
1306,Bears,Commanders,2015
1307,Eagles,Falcons,2000
1308,Panthers,Rams,2015
1309,Broncos,Dolphins,2003
1310,Dolphins,Buccaneers,2004
1311,Buccaneers,Bears,2006
1312,Bears,Buccaneers,2008
1313,Dolphins,Browns,2015
1314,Bengals,Falcons,2017
1315,Falcons,49ers,2021
1316,Patriots,Cardinals,2012
1317,Cardinals,Browns,2013
1318,Browns,Texans,2015
1319,Texans,Bears,2016
1320,49ers,Patriots,2017
1321,Bears,49ers,2017
1322,Patriots,Colts,2019
1323,Colts,Patriots,2020
1324,Patriots,Raiders,2023
1325,Jaguars,Bears,2010
1326,Giants,Rams,2011
1327,Commanders,Saints,2021
1328,Buccaneers,Lions,2008
1329,Panthers,Patriots,2003
1330,Falcons,Commanders,2004
1331,Rams,Bengals,2009
1332,Bengals,Buccaneers,2013
1333,Buccaneers,Saints,2014
1334,Raiders,49ers,2015
1335,Lions,Giants,2018
1336,Bengals,Seahawks,1999
1337,Seahawks,Saints,2000
1338,Commanders,Eagles,2000
1339,Eagles,Giants,2003
1340,Bills,Cowboys,2012
1341,Cowboys,Bills,2013
1342,Commanders,Titans,2015
1343,Chiefs,Broncos,2018
1344,Falcons,Jets,2019
1345,Packers,Cowboys,2017
1346,Browns,Raiders,2018
1347,Cowboys,Browns,2018
1348,Raiders,Packers,2020
1349,Rams,Commanders,2017
1350,Browns,Lions,2012
1351,Lions,Falcons,2013
1352,Vikings,Browns,2005
1353,Browns,Seahawks,2007
1354,Jaguars,Texans,2009
1355,Seahawks,Jaguars,2009
1356,Browns,Raiders,2013
1357,Browns,Cowboys,2012
1358,Titans,Patriots,2018
1359,Bengals,Saints,2007
1360,Steelers,Cardinals,2009
1361,Cardinals,Panthers,2010
1362,Browns,Patriots,2014
1363,Seahawks,Dolphins,2000
1364,Dolphins,Lions,2002
1365,Chiefs,Patriots,2011
1366,Patriots,Cowboys,2013
1367,Eagles,49ers,2010
1368,Packers,Lions,2001
1369,Lions,Saints,2001
1370,Saints,Lions,2002
1371,Vikings,Jaguars,2006
1372,Jaguars,Falcons,2009
1373,Falcons,Giants,2011
1374,Jets,Bills,2020
1375,Bills,Cardinals,2021
1376,Jaguars,Lions,2009
1377,Lions,Giants,2010
1378,Rams,Saints,2004
1379,Raiders,Cowboys,2015
1380,Cowboys,Dolphins,2018
1381,Texans,Steelers,2014
1382,Steelers,Dolphins,2015
1383,Dolphins,Titans,2016
1384,Colts,Texans,2019
1385,Browns,Colts,2019
1386,Texans,49ers,2020
1387,49ers,Rams,2010
1388,Broncos,Browns,2016
1389,Browns,Vikings,2019
1390,Seahawks,49ers,2017
1391,Bears,Dolphins,2004
1392,Bengals,49ers,2003
1393,49ers,Lions,2005
1394,Seahawks,Colts,2003
1395,Dolphins,Lions,2004
1396,Broncos,Texans,2016
1397,Texans,Broncos,2017
1398,Broncos,Dolphins,2018
1399,Bears,Raiders,2004
1400,Browns,Jets,2010
1401,Eagles,Broncos,2011
1402,Broncos,Saints,2012
1403,Dolphins,Vikings,2001
1404,Jaguars,Cardinals,2017
1405,Ravens,Jets,2018
1406,Jets,Vikings,2006
1407,Vikings,Cowboys,2008
1408,Texans,Falcons,2015
1409,Falcons,Cardinals,2019
1410,Cardinals,Titans,2020
1411,Raiders,Panthers,2012
1412,Cowboys,Buccaneers,2015
1413,Buccaneers,Jets,2016
1414,Jets,Falcons,2018
1415,Steelers,Raiders,2010
1416,49ers,Texans,2017
1417,Lions,Texans,2018
1418,Texans,Lions,2018
1419,Bears,Packers,2015
1420,Buccaneers,Browns,2008
1421,Browns,Raiders,2009
1422,Raiders,Bengals,2011
1423,Bengals,Steelers,2014
1424,Eagles,Lions,2021
1425,Seahawks,Raiders,2016
1426,Raiders,Falcons,2018
1427,Falcons,Raiders,2018
1428,Raiders,Panthers,2019
1429,Panthers,Seahawks,2020
1430,Seahawks,Bears,2021
1431,Bears,Seahawks,2022
1432,49ers,Jaguars,2020
1433,Bills,Commanders,2000
1434,Cowboys,49ers,2005
1435,Jaguars,Buccaneers,2016
1436,Buccaneers,Texans,2019
1437,Texans,Cowboys,2021
1438,Jaguars,Commanders,2001
1439,Commanders,Packers,2004
1440,Packers,Rams,2005
1441,Texans,Eagles,2014
1442,Packers,Chargers,2020
1443,Jets,Patriots,2001
1444,Patriots,Saints,2002
1445,Browns,Panthers,2019
1446,Panthers,Browns,2019
1447,Panthers,Bills,2020
1448,Raiders,Falcons,2022
1449,Cardinals,Dolphins,2004
1450,Dolphins,49ers,2006
1451,Commanders,Bears,2004
1452,Giants,Rams,2010
1453,Rams,Chiefs,2012
1454,Chiefs,Commanders,2012
1455,Ravens,Rams,2011
1456,Rams,Ravens,2011
1457,Ravens,Chiefs,2012
1458,Raiders,Ravens,2011
1459,Cowboys,Raiders,2011
1460,Ravens,Dolphins,2012
1461,Dolphins,Cardinals,2013
1462,Falcons,Texans,2009
1463,Texans,Falcons,2009
1464,Bears,Dolphins,2004
1465,Dolphins,Bengals,2005
1466,Bengals,Cardinals,2008
1467,Falcons,Saints,2006
1468,Saints,Bills,2007
1469,Chargers,Falcons,1999
1470,Chargers,Seahawks,2013
1471,Seahawks,Jaguars,2015
1472,Chiefs,Bears,2018
1473,Bears,Panthers,2019
1474,Panthers,Chiefs,2020
1475,Cardinals,49ers,2008
1476,49ers,Lions,2009
1477,Lions,Texans,2011
1478,Steelers,Cardinals,2009
1479,Cardinals,Steelers,2010
1480,Vikings,Ravens,2011
1481,Dolphins,Ravens,2013
1482,Ravens,Dolphins,2013
1483,Lions,Cowboys,2002
1484,Cowboys,Packers,2002
1485,Eagles,Bills,2014
1486,Bills,Seahawks,2015
1487,Bears,Broncos,2020
1488,Broncos,Chargers,2022
1489,Bills,Rams,2002
1490,Rams,Seahawks,2005
1491,Seahawks,Titans,2007
1492,Rams,Jets,2020
1493,Saints,Falcons,2015
1494,Falcons,Saints,2017
1495,Jaguars,Vikings,2000
1496,Eagles,Browns,2017
1497,Ravens,Raiders,2016
1498,Raiders,Titans,2017
1499,Titans,Ravens,2019
1500,Bills,Cardinals,2017
1501,Packers,Jets,2008
1502,Broncos,Vikings,2000
1503,Steelers,Titans,2021
1504,Titans,Falcons,2023
1505,Texans,Rams,2021
1506,Lions,Colts,2008
1507,Browns,Jets,2015
1508,Jets,Bears,2019
1509,Bears,49ers,2021
1510,49ers,Titans,2021
1511,Panthers,Titans,2015
1512,Titans,Cowboys,2017
1513,Cowboys,Packers,2018
1514,Broncos,Vikings,2001
1515,Vikings,Commanders,2003
1516,Patriots,Colts,2022
1517,Cowboys,Giants,2002
1518,Cowboys,Dolphins,2020
1519,Jaguars,Falcons,2007
1520,Falcons,Steelers,2008
1521,Steelers,Buccaneers,2009
1522,Buccaneers,Steelers,2010
1523,Eagles,Commanders,2017
1524,Seahawks,Eagles,2015
1525,Eagles,Dolphins,2016
1526,Dolphins,Seahawks,2017
1527,Cardinals,Vikings,2023
1528,Chiefs,Bears,2022
1529,Bears,Commanders,2023
1530,Rams,Cardinals,2016
1531,Texans,Giants,2009
1532,Giants,Lions,2010
1533,Lions,Jaguars,2011
1534,Panthers,Rams,2018
1535,Broncos,Panthers,2018
1536,Rams,Lions,2019
1537,49ers,Jaguars,2021
1538,Jaguars,Giants,2020
1539,Giants,Titans,2022
1540,Panthers,Broncos,2012
1541,Saints,Eagles,2022
1542,Eagles,Lions,2023
1543,Falcons,Cardinals,2017
1544,Cardinals,Falcons,2017
1545,Falcons,Cowboys,2018
1546,Jaguars,Panthers,2021
1547,Vikings,Jets,2006
1548,Jets,Browns,2009
1549,Browns,Jaguars,2010
1550,Jaguars,Lions,2013
1551,Lions,Dolphins,2015
1552,Ravens,Jets,2019
1553,Seahawks,Texans,2020
1554,Eagles,Browns,2017
1555,Bills,Saints,2015
1556,Jets,Seahawks,2016
1557,Saints,Jets,2016
1558,Seahawks,Chiefs,2017
1559,49ers,Chargers,2010
1560,Chargers,49ers,2010
1561,Chargers,49ers,2011
1562,49ers,Cowboys,2014
1563,Bengals,Jets,2022
1564,Seahawks,Chargers,2011
1565,Bears,Buccaneers,2014
1566,Packers,Raiders,2014
1567,Lions,Raiders,2015
1568,Raiders,Lions,2015
1569,Raiders,Bears,2016
1570,Buccaneers,Rams,2011
1571,Chiefs,Bears,2017
1572,Bears,Chiefs,2017
1573,Buccaneers,Rams,2018
1574,Chiefs,Buccaneers,2018
1575,Rams,Titans,2019
1576,Titans,Bears,2020
1577,Cardinals,Jaguars,2017
1578,Jaguars,Ravens,2020
1579,Ravens,Falcons,2023
1580,Buccaneers,Saints,2021
1581,Browns,Commanders,2018
1582,Bears,Jaguars,2022
1583,Dolphins,Eagles,2015
1584,Eagles,Chargers,2018
1585,Broncos,Patriots,2023
1586,Falcons,Vikings,2001
1587,Titans,Broncos,2008
1588,Giants,Dolphins,2019
1589,Dolphins,Patriots,2021
1590,Cardinals,Jets,2008
1591,Jets,Jaguars,2017
1592,Falcons,Jaguars,2023
1593,Saints,Panthers,2023
1594,Rams,Vikings,2023
1595,Saints,Patriots,2002
1596,Patriots,Rams,2003
1597,49ers,Colts,2013
1598,Colts,Browns,2015
1599,Panthers,Patriots,2020
1600,Patriots,Panthers,2021
1601,Chargers,Steelers,2014
1602,Steelers,Rams,2016
1603,Rams,Chiefs,2017
1604,Chargers,Eagles,2022
1605,Eagles,Chargers,2023
1606,Browns,Chiefs,2017
1607,Chiefs,Cowboys,2020
1608,Cowboys,Panthers,2021
1609,Panthers,Saints,2023
1610,Patriots,Cowboys,2018
1611,Cowboys,Giants,2020
1612,Giants,Broncos,2021
1613,Eagles,Texans,2021
1614,Rams,Buccaneers,2016
1615,Buccaneers,Rams,2017
1616,Rams,Buccaneers,2018
1617,Dolphins,Cardinals,2018
1618,Cardinals,Dolphins,2018
1619,Dolphins,Browns,2020
1620,Browns,Eagles,2021
1621,Bears,Saints,2018
1622,Rams,Texans,2002
1623,Texans,Cardinals,2003
1624,Steelers,Lions,2023
1625,Saints,Dolphins,2021
1626,Dolphins,Titans,2019
1627,Bears,Dolphins,2007
1628,Dolphins,Bears,2008
1629,Panthers,Vikings,2014
1630,Vikings,Panthers,2017
1631,Lions,Chargers,2016
1632,Chargers,Lions,2017
1633,Lions,Cowboys,2018
1634,Cowboys,Cardinals,2019
1635,Cardinals,Jaguars,2020
1636,Jaguars,Titans,2021
1637,Colts,Falcons,2004
1638,Falcons,Steelers,2007
1639,Raiders,Vikings,2002
1640,Vikings,Raiders,2003
1641,49ers,Packers,2016
1642,Ravens,Browns,2018
1643,Browns,Colts,2019
1644,Colts,Jaguars,2019
1645,Jaguars,Patriots,2020
1646,Bengals,Jets,2022
1647,Browns,Buccaneers,2018
1648,Buccaneers,Raiders,2020
1649,Raiders,Buccaneers,2022
1650,Saints,Buccaneers,2012
1651,Bengals,Titans,2000
1652,Ravens,Bears,2001
1653,Bears,Commanders,2002
1654,Commanders,Bengals,2003
1655,Bengals,Seahawks,2020
1656,Seahawks,Chiefs,2022
1657,Steelers,Eagles,2000
1658,Eagles,Giants,2004
1659,Commanders,Chargers,2016
1660,Titans,Chiefs,2005
1661,49ers,Browns,2018
1662,Browns,Jaguars,2018
1663,Jaguars,Texans,2019
1664,Texans,Seahawks,2020
1665,Seahawks,Jaguars,2021
1666,Chargers,Cowboys,2008
1667,Commanders,49ers,2011
1668,49ers,Raiders,2014
1669,Texans,Rams,2017
1670,Texans,Cowboys,2021
1671,Cowboys,Cardinals,2023
1672,Cardinals,Packers,2006
1673,Jaguars,Ravens,2001
1674,Jaguars,Colts,2018
1675,Colts,Commanders,2019
1676,Bengals,Raiders,2011
1677,Raiders,Cardinals,2013
1678,Buccaneers,Raiders,2021
1679,Jaguars,Buccaneers,2021
1680,Raiders,Seahawks,2022
1681,Eagles,Colts,2021
1682,Colts,Commanders,2022
1683,Giants,Cardinals,2000
1684,Ravens,Titans,2009
1685,Titans,Ravens,2009
1686,Titans,Ravens,2010
1687,Ravens,Eagles,2013
1688,Eagles,Commanders,2015
1689,Commanders,Seahawks,2015
1690,Texans,Rams,2015
1691,Rams,Vikings,2017
1692,Vikings,Broncos,2018
1693,Broncos,Commanders,2019
1694,Commanders,Browns,2020
1695,Browns,Bills,2022
1696,Bills,Texans,2023
1697,Panthers,Titans,2006
1698,Titans,Dolphins,2008
1699,Panthers,Buccaneers,2002
1700,Packers,Chargers,2016
1701,Chargers,Raiders,2021
1702,Raiders,Falcons,2022
1703,Broncos,Giants,2020
1704,Ravens,Commanders,2005
1705,Commanders,Eagles,2020
1706,Eagles,Commanders,2021
1707,Patriots,Ravens,2014
1708,Ravens,Cowboys,2015
1709,Bears,Chiefs,2001
1710,Chiefs,Broncos,2008
1711,Broncos,Chiefs,2010
1712,Seahawks,49ers,2017
1713,49ers,Patriots,2017
1714,Patriots,49ers,2018
1715,49ers,Cardinals,2019
1716,Jaguars,Steelers,2020
1717,Cardinals,Colts,2020
1718,Colts,Jaguars,2020
1719,Steelers,Bears,2021
1720,Broncos,Colts,2012
1721,Colts,Lions,2014
1722,Lions,Chargers,2015
1723,Chargers,Ravens,2015
1724,Colts,Buccaneers,2007
1725,Buccaneers,Bears,2009
1726,Eagles,Buccaneers,2003
1727,Broncos,Texans,2008
1728,Jaguars,Texans,2015
1729,Texans,Buccaneers,2016
1730,Bears,Bengals,2008
1731,Bengals,Packers,2012
1732,Patriots,Broncos,2006
1733,Vikings,Commanders,2012
1734,49ers,Panthers,2001
1735,Panthers,Commanders,2005
1736,Commanders,Texans,2006
1737,Bengals,Jaguars,2019
1738,Jaguars,Seahawks,2020
1739,Ravens,Seahawks,2021
1740,Seahawks,Ravens,2021
1741,Seahawks,Jets,2022
1742,Lions,Bengals,2010
1743,Giants,Browns,2002
1744,Eagles,Cowboys,2016
1745,Cowboys,Bills,2017
1746,49ers,Steelers,2005
1747,Cowboys,Dolphins,2022
1748,Bengals,Dolphins,2021
1749,Seahawks,Patriots,2005
1750,Patriots,Steelers,2006
1751,Steelers,Patriots,2007
1752,Colts,Rams,2002
1753,Commanders,Jaguars,2000
1754,Patriots,Seahawks,2001
1755,Seahawks,Cowboys,2004
1756,Eagles,49ers,2012
1757,49ers,Chiefs,2013
1758,Jets,Texans,2020
1759,Dolphins,Jaguars,2012
1760,Jaguars,Chiefs,2018
1761,Cowboys,Bears,2004
1762,Patriots,Broncos,2008
1763,Bengals,Patriots,2011
1764,Eagles,Rams,1999
1765,Rams,Eagles,2000
1766,Packers,Buccaneers,2007
1767,Saints,Jets,2001
1768,Jets,Commanders,2003
1769,Commanders,Giants,2005
1770,Browns,Broncos,2006
1771,Jets,Dolphins,2008
1772,Commanders,Bills,2010
1773,Bills,Chargers,2013
1774,Steelers,Patriots,2005
1775,Colts,Commanders,2010
1776,Texans,Giants,2020
1777,Raiders,Ravens,2008
1778,Steelers,Texans,2013
1779,49ers,Cardinals,2001
1780,Cardinals,Texans,2002
1781,Giants,Seahawks,2020
1782,Ravens,49ers,2006
1783,Cardinals,Colts,2019
1784,Commanders,Broncos,2004
1785,Titans,Eagles,2017
1786,Cardinals,Jets,2017
1787,Buccaneers,Panthers,2018
1788,Jets,Buccaneers,2018
1789,Patriots,Cardinals,2016
1790,Cardinals,Raiders,2022
1791,Eagles,Packers,2019
1792,Packers,Vikings,2022
1793,Vikings,Steelers,2023
1794,Browns,Jets,2009
1795,Jets,Browns,2009
1796,Jets,Browns,2010
1797,Browns,Cardinals,2011
1798,Buccaneers,Jaguars,2021
1799,Cowboys,Texans,2002
1800,Saints,Giants,2014
1801,Giants,Cowboys,2015
1802,Dolphins,Bills,2015
1803,Bills,Cardinals,2019
1804,Panthers,Falcons,2014
1805,Falcons,Panthers,2014
1806,Panthers,Falcons,2015
1807,Dolphins,Falcons,2020
1808,Falcons,Lions,2021
1809,Giants,Texans,2015
1810,Texans,Colts,2016
1811,Colts,Texans,2016
1812,Eagles,Patriots,2001
1813,Patriots,Bills,2002
1814,Packers,Seahawks,1999
1815,Packers,Buccaneers,2002
1816,Buccaneers,Cardinals,2005
1817,Bears,Commanders,2021
1818,49ers,Texans,2021
1819,Texans,49ers,2021
1820,Texans,49ers,2022
