,Year,Player,Team,G,College,BirthDate
57,1999,Team Total,Buccaneers,16,,
0,1999,Darren Bennett,Chargers,16,None,1/9/1965
1,1999,David Binn,Chargers,16,California,2/6/1972
2,1999,Fakhir Brown,Chargers,9,Grambling St.,9/21/1977
3,1999,Wilbert Brown,Chargers,5,Houston,5/9/1977
4,1999,Lewis Bush,Chargers,16,Washington St.,12/2/1969
5,1999,Kenny Bynum,Chargers,16,South Carolina St.,5/29/1974
6,1999,John Carney,Chargers,16,Notre Dame,4/20/1964
7,1999,Reggie Davis,Chargers,16,Washington,9/3/1976
8,1999,Charles Dimry,Chargers,12,UNLV,1/31/1966
9,1999,Gerald Dixon,Chargers,14,South Carolina,6/20/1969
10,1999,Mike Dumas,Chargers,14,Indiana,3/18/1969
11,1999,Jermaine Fazande,Chargers,7,Oklahoma,1/14/1975
12,1999,Terrell Fletcher,Chargers,15,Wisconsin,9/14/1973
13,1999,Albert Fontenot,Chargers,15,Baylor,9/17/1970
14,1999,Roman Fortin,Chargers,16,"Oregon St.,San Diego St.",2/26/1967
15,1999,DeMingo Graham,Chargers,16,Hofstra,9/10/1973
16,1999,Jeff Graham,Chargers,16,Ohio St.,2/14/1969
17,1999,Michael Hamilton,Chargers,14,North Carolina A&T,12/3/1973
18,1999,Norman Hand,Chargers,14,Mississippi,9/4/1972
19,1999,Jim Harbaugh,Chargers,14,Michigan,12/23/1963
20,1999,Cedric Harden,Chargers,5,Florida A&M,10/19/1974
21,1999,Rodney Harrison,Chargers,6,Western Illinois,12/15/1972
22,1999,Steve Heiden,Chargers,11,South Dakota St.,9/21/1976
23,1999,Eric Hill,Chargers,12,LSU,11/14/1966
24,1999,Greg Jackson,Chargers,14,LSU,8/20/1966
25,1999,John Jackson,Chargers,15,East. Kentucky,1/4/1965
26,1999,Kendyl Jacox,Chargers,10,Kansas St.,6/10/1975
27,1999,Raylee Johnson,Chargers,16,Arkansas,6/1/1970
28,1999,Charlie Jones,Chargers,8,Fresno St.,12/1/1972
29,1999,Freddie Jones,Chargers,16,North Carolina,9/16/1974
30,1999,Erik Kramer,Chargers,6,North Carolina St.,11/6/1964
31,1999,Darryll Lewis,Chargers,13,Arizona,12/16/1968
32,1999,Fred McCrary,Chargers,16,Mississippi St.,9/19/1972
33,1999,Natrone Means,Chargers,7,North Carolina,4/26/1972
34,1999,Chris Mims,Chargers,9,Tennessee,9/29/1970
35,1999,Mike Mohring,Chargers,16,Pittsburgh,3/22/1974
36,1999,Moses Moreno,Chargers,1,Colorado St.,9/5/1975
37,1999,Reggie Nelson,Chargers,2,McNeese St.,6/23/1976
38,1999,Vaughn Parker,Chargers,15,UCLA,6/5/1971
39,1999,John Parrella,Chargers,16,Nebraska,11/22/1969
40,1999,Chris Penn,Chargers,16,Tulsa,4/20/1971
41,1999,Jason Perry,Chargers,16,North Carolina St.,8/1/1976
42,1999,Alfred Pupunu,Chargers,8,Weber St.,10/17/1969
43,1999,Robert Reed,Chargers,3,"Mississippi,Arkansas,Lambuth",1/14/1975
44,1999,John Reeves,Chargers,5,Purdue,2/23/1975
45,1999,Mikhael Ricks,Chargers,16,S.F. Austin,11/14/1974
46,1999,Raleigh Roundtree,Chargers,15,South Carolina St.,8/31/1975
47,1999,Orlando Ruff,Chargers,14,Furman,9/28/1976
48,1999,Reggie Rusk,Chargers,9,Kentucky,10/19/1972
49,1999,Junior Seau,Chargers,14,USC,1/19/1969
50,1999,Terrance Shaw,Chargers,8,S.F. Austin,11/11/1973
51,1999,Tracy Simien,Chargers,8,TCU,5/21/1967
52,1999,Jimmy Spencer,Chargers,14,Florida,3/29/1969
53,1999,Tremayne Stephens,Chargers,11,North Carolina St.,4/16/1976
54,1999,Bryan Still,Chargers,4,Virginia Tech,6/3/1974
55,1999,Aaron Taylor,Chargers,14,Notre Dame,11/14/1972
56,1999,Scott Turner,Chargers,15,Illinois,2/26/1972
57,1999,Jamal Williams,Chargers,16,Oklahoma St.,4/28/1976
58,1999,Team Total,Chargers,16,,
0,1999,Mario Bates,Cardinals,16,Arizona St.,1/16/1973
1,1999,Tommy Bennett,Cardinals,15,UCLA,2/19/1973
2,1999,David Boston,Cardinals,16,Ohio St.,8/19/1978
3,1999,Melvin Bradley,Cardinals,1,Arkansas,8/15/1976
4,1999,Dave Brown,Cardinals,8,Duke,2/25/1970
5,1999,Derek Brown,Cardinals,15,Notre Dame,3/31/1970
6,1999,Tom Burke,Cardinals,16,Wisconsin,10/12/1976
7,1999,Corey Chavous,Cardinals,15,Vanderbilt,1/15/1976
8,1999,Jon Clark,Cardinals,2,Temple,4/11/1973
9,1999,Anthony Clement,Cardinals,16,Louisiana,4/10/1976
10,1999,Mac Cody,Cardinals,13,Memphis,8/7/1972
11,1999,Mike Devlin,Cardinals,16,Iowa,11/16/1969
12,1999,James Dexter,Cardinals,8,South Carolina,3/3/1973
13,1999,Chris Dishman,Cardinals,13,Nebraska,2/27/1974
14,1999,Jerry Drake,Cardinals,16,Hastings,7/9/1969
15,1999,James Folston,Cardinals,6,La-Monroe,8/14/1971
16,1999,Rob Fredrickson,Cardinals,16,Michigan St.,5/13/1971
17,1999,Aaron Graham,Cardinals,16,Nebraska,5/22/1973
18,1999,Chris Greisen,Cardinals,2,NW Missouri St.,7/2/1976
19,1999,Terry Hardy,Cardinals,16,Southern Miss,5/31/1976
20,1999,Lester Holmes,Cardinals,13,Jackson St.,9/27/1969
21,1999,Chris Jacke,Cardinals,16,Texas-El Paso,3/12/1966
22,1999,MarTay Jenkins,Cardinals,3,Nebraska-Omaha,2/28/1975
23,1999,Matt Joyce,Cardinals,15,Richmond,3/30/1972
24,1999,Trey Junkin,Cardinals,16,Louisiana Tech,1/23/1961
25,1999,Tom Knight,Cardinals,16,Iowa,12/29/1974
26,1999,Kwamie Lassiter,Cardinals,16,"Butler (KS),Kansas",12/3/1969
27,1999,Justin Lucas,Cardinals,2,"Texas A&M,Abilene Christian",7/15/1976
28,1999,Mark Maddox,Cardinals,16,Northern Michigan,3/23/1968
29,1999,Joel Makovicka,Cardinals,16,Nebraska,10/6/1975
30,1999,J.J. McCleskey,Cardinals,16,Tennessee,4/10/1970
31,1999,Andy McCullough,Cardinals,2,Tennessee,11/11/1975
32,1999,Dennis McKinley,Cardinals,16,Mississippi St.,11/3/1976
33,1999,Ronald McKinnon,Cardinals,16,North Alabama,9/20/1973
34,1999,Johnny McWilliams,Cardinals,15,USC,12/14/1972
35,1999,Rob Moore,Cardinals,14,Syracuse,9/27/1968
36,1999,Adrian Murrell,Cardinals,16,West Virginia,10/16/1970
37,1999,Joe Nedney,Cardinals,1,San Jose St.,3/22/1973
38,1999,Brad Ottis,Cardinals,14,Wayne State (NE),8/2/1972
39,1999,Michael Pittman,Cardinals,10,Fresno St.,8/14/1975
40,1999,Scott Player,Cardinals,16,"Flagler,Florida St.",12/17/1969
41,1999,Jake Plummer,Cardinals,12,Arizona St.,12/19/1974
42,1999,Coby Rhinehart,Cardinals,16,SMU,2/7/1977
43,1999,Simeon Rice,Cardinals,16,Illinois,2/24/1974
44,1999,Angel Rubio,Cardinals,2,SE Missouri St.,4/12/1975
45,1999,Johnny Rutledge,Cardinals,6,Florida,1/4/1977
46,1999,Frank Sanders,Cardinals,16,Auburn,2/17/1973
47,1999,Patrick Sapp,Cardinals,15,Clemson,5/11/1973
48,1999,Yusuf Scott,Cardinals,10,Arizona,11/30/1976
49,1999,Corey Sears,Cardinals,9,Mississippi St.,4/15/1973
50,1999,L.J. Shelton,Cardinals,9,East. Michigan,3/21/1976
51,1999,Mark Smith,Cardinals,2,Auburn,8/28/1974
52,1999,Eric Swann,Cardinals,9,Wake Technical CC,8/16/1970
53,1999,Rashod Swinger,Cardinals,15,Rutgers,11/27/1974
54,1999,Pat Tillman,Cardinals,16,Arizona St.,11/6/1976
55,1999,Andre Wadsworth,Cardinals,11,Florida St.,10/19/1974
56,1999,Zack Walz,Cardinals,9,Dartmouth,2/3/1976
57,1999,Aeneas Williams,Cardinals,16,Southern,1/29/1968
58,1999,Team Total,Cardinals,16,,
0,1999,Derrick Alexander,Chiefs,16,Michigan,11/6/1971
1,1999,Kimble Anders,Chiefs,2,Houston,9/10/1966
2,1999,Larry Atkins,Chiefs,9,UCLA,7/21/1975
3,1999,Jon Baker,Chiefs,2,Arizona St.,8/13/1972
4,1999,Tom Barndt,Chiefs,16,Pittsburgh,3/14/1972
5,1999,Donnell Bennett,Chiefs,15,Miami (FL),9/14/1972
6,1999,Scott Bentley,Chiefs,2,Florida St.,4/10/1974
7,1999,Juran Bolden,Chiefs,7,Mississippi Delta CC,6/27/1974
8,1999,Mike Cloud,Chiefs,11,Boston Col.,7/1/1975
9,1999,Cris Dishman,Chiefs,16,Purdue,8/13/1965
10,1999,Donnie Edwards,Chiefs,16,UCLA,4/6/1973
11,1999,Ron George,Chiefs,16,"Air Force,Stanford",3/20/1970
12,1999,Tony Gonzalez,Chiefs,15,California,2/27/1976
13,1999,Carlton Gray,Chiefs,16,UCLA,6/26/1971
14,1999,Elvis Grbac,Chiefs,16,Michigan,8/13/1970
15,1999,Tim Grunhard,Chiefs,16,Notre Dame,5/17/1968
16,1999,James Hasty,Chiefs,15,"Central Washington,Washington St.",5/23/1965
17,1999,Eric Hicks,Chiefs,16,Maryland,6/17/1976
18,1999,Joe Horn,Chiefs,16,Itawamba (MS),1/16/1972
19,1999,Mitch Jacoby,Chiefs,5,Northern Illinois,12/8/1973
20,1999,Lonnie Johnson,Chiefs,14,Florida St.,2/14/1971
21,1999,Kevin Lockett,Chiefs,16,Kansas St.,9/8/1974
22,1999,Greg Manusky,Chiefs,16,Colgate,8/12/1966
23,1999,Mike Maslowski,Chiefs,15,Wisconsin–LaCrosse,7/11/1974
24,1999,Chester McGlockton,Chiefs,16,Clemson,9/16/1969
25,1999,Warren Moon,Chiefs,1,"West Los Angeles College,Washington",11/18/1956
26,1999,Bam Morris,Chiefs,12,Texas Tech,1/13/1972
27,1999,Leslie O'Neal,Chiefs,16,Oklahoma St.,5/7/1964
28,1999,Glenn Parker,Chiefs,12,"Golden West,Arizona",4/22/1966
29,1999,Larry Parker,Chiefs,10,USC,7/14/1976
30,1999,Ty Parten,Chiefs,16,Arizona,10/13/1969
31,1999,Marvcus Patton,Chiefs,16,UCLA,5/1/1967
32,1999,Daniel Pope,Chiefs,16,Alabama,3/28/1975
33,1999,Derrick Ransom,Chiefs,10,Cincinnati,9/13/1976
34,1999,Tony Richardson,Chiefs,16,Auburn,12/17/1971
35,1999,Victor Riley,Chiefs,16,Auburn,11/4/1974
36,1999,Andre Rison,Chiefs,15,Michigan St.,3/18/1967
37,1999,Rashaan Shehee,Chiefs,9,Washington,6/20/1975
38,1999,Will Shields,Chiefs,16,Nebraska,9/15/1971
39,1999,Jeff Smith,Chiefs,15,Tennessee,5/25/1973
40,1999,Marcus Spears,Chiefs,10,Northwestern St. (LA),9/28/1971
41,1999,Gary Stills,Chiefs,2,West Virginia,7/11/1974
42,1999,Pete Stoyanovich,Chiefs,16,Indiana,4/28/1967
43,1999,Dave Szott,Chiefs,14,Penn St.,12/12/1967
44,1999,John Tait,Chiefs,12,BYU,1/26/1975
45,1999,Ralph Tamm,Chiefs,16,West Chester,3/11/1966
46,1999,Derrick Thomas,Chiefs,16,Alabama,1/1/1967
47,1999,Reggie Tongue,Chiefs,16,Oregon St.,4/11/1973
48,1999,Tamarick Vanover,Chiefs,14,Florida St.,2/25/1974
49,1999,Bracy Walker,Chiefs,16,North Carolina,10/28/1970
50,1999,Eric Warfield,Chiefs,16,Nebraska,3/3/1976
51,1999,Dan Williams,Chiefs,14,"Tennessee St.,Toledo",12/15/1969
52,1999,Robert Williams,Chiefs,1,North Carolina,5/29/1977
53,1999,Sammy Williams,Chiefs,1,Oklahoma,12/14/1974
54,1999,Jerome Woods,Chiefs,15,Memphis,3/17/1973
55,1999,Mark Word,Chiefs,5,Jacksonville St.,11/23/1975
56,1999,Team Total,Chiefs,16,,
0,1999,Billy Austin,Colts,16,New Mexico,3/8/1975
1,1999,Bradford Banta,Colts,16,USC,12/14/1970
2,1999,Mike Barber,Colts,16,Clemson,11/9/1971
3,1999,Jason Belser,Colts,16,Oklahoma,5/28/1970
4,1999,Cornelius Bennett,Colts,16,Alabama,8/25/1965
5,1999,Bertrand Berry,Colts,16,Notre Dame,8/15/1975
6,1999,Tony Blevins,Colts,15,Kansas,1/29/1975
7,1999,Shane Bonham,Colts,3,"Air Force,Tennessee",10/18/1970
8,1999,Jeff Brady,Colts,3,Kentucky,11/9/1968
9,1999,Chad Bratzke,Colts,16,East. Kentucky,9/15/1971
10,1999,Jeff Burris,Colts,16,Notre Dame,6/7/1972
11,1999,Larry Chester,Colts,16,Temple,10/17/1975
12,1999,Chad Cota,Colts,15,Oregon,8/8/1971
13,1999,Ken Dilger,Colts,15,Illinois,2/2/1971
14,1999,Keith Elias,Colts,14,Princeton,2/3/1972
15,1999,Tarik Glenn,Colts,16,California,5/25/1976
16,1999,E.G. Green,Colts,11,Florida St.,6/28/1975
17,1999,Scott Greene,Colts,5,Michigan St.,6/1/1972
18,1999,Marvin Harrison,Colts,16,Syracuse,8/25/1972
19,1999,Darick Holmes,Colts,1,Portland St.,7/1/1971
20,1999,Waverly Jackson,Colts,16,Virginia Tech,12/19/1972
21,1999,Edgerrin James,Colts,16,Miami (FL),8/1/1978
22,1999,Ellis Johnson,Colts,16,Florida,10/30/1973
23,1999,Jason Johnson,Colts,16,Kansas St.,2/6/1974
24,1999,Isaac Jones,Colts,1,Purdue,12/7/1975
25,1999,Danny Kight,Colts,12,Augusta State (GA),8/18/1971
26,1999,Shawn King,Colts,9,"LSU,La-Monroe",6/24/1972
27,1999,Peyton Manning,Colts,16,Tennessee,3/24/1976
28,1999,Tony McCoy,Colts,10,Florida,6/10/1969
29,1999,Steve McKinney,Colts,14,Texas A&M,10/15/1975
30,1999,Adam Meadows,Colts,16,Georgia,1/25/1974
31,1999,Paul Miranda,Colts,5,Central Florida,5/2/1976
32,1999,Monty Montgomery,Colts,3,Houston,12/8/1973
33,1999,Larry Moore,Colts,16,BYU,6/1/1975
34,1999,Mustafah Muhammad,Colts,11,Fresno St.,10/19/1973
35,1999,Chukie Nwokorie,Colts,1,Purdue,7/10/1975
36,1999,Jerome Pathon,Colts,10,"Acadia (Canada),Washington",12/16/1975
37,1999,Mike Peterson,Colts,16,Florida,6/17/1976
38,1999,Chad Plummer,Colts,1,Cincinnati,11/30/1975
39,1999,Marcus Pollard,Colts,16,Bradley,2/8/1972
40,1999,Tyrone Poole,Colts,15,Fort Valley St.,2/3/1972
41,1999,Thomas Randolph,Colts,15,Kansas St.,10/5/1970
42,1999,Spencer Reid,Colts,12,BYU,2/8/1976
43,1999,Andre Royal,Colts,3,Alabama,12/1/1972
44,1999,Jeff Saturday,Colts,11,North Carolina,6/18/1975
45,1999,Brad Scioli,Colts,10,Penn St.,9/6/1976
46,1999,Paul Shields,Colts,13,Arizona,1/31/1976
47,1999,Eric Smedley,Colts,7,Indiana,7/23/1973
48,1999,Hunter Smith,Colts,16,Notre Dame,8/9/1977
49,1999,Mark Thomas,Colts,15,North Carolina St.,5/6/1969
50,1999,Ratcliff Thomas,Colts,16,Maryland,1/2/1974
51,1999,Mike Vanderjagt,Colts,16,West Virginia,3/24/1970
52,1999,Steve Walsh,Colts,16,Miami (FL),12/1/1966
53,1999,Bernard Whittington,Colts,15,Indiana,8/20/1971
54,1999,Terrence Wilkins,Colts,16,Virginia,7/29/1975
55,1999,Jamie Wilson,Colts,5,Marshall,6/6/1973
56,1999,Tito Wooten,Colts,8,"North Carolina,La-Monroe",12/12/1971
57,1999,Team Total,Colts,16,,
0,1999,Stephen Alexander,Commanders,15,Oklahoma,11/7/1975
1,1999,Brad Badger,Commanders,14,Stanford,1/11/1975
2,1999,Champ Bailey,Commanders,16,Georgia,6/22/1978
3,1999,Shawn Barber,Commanders,16,Richmond,1/14/1975
4,1999,Marc Boutte,Commanders,6,LSU,7/25/1969
5,1999,Larry Bowie,Commanders,2,Georgia,3/21/1973
6,1999,Doug Brown,Commanders,10,Simon Fraser,9/29/1974
7,1999,Jamie Brown,Commanders,1,Florida A&M,4/24/1972
8,1999,Curtis Buckley,Commanders,7,Texas A&M-Commerce,9/25/1970
9,1999,Larry Centers,Commanders,16,S.F. Austin,6/1/1968
10,1999,Marco Coleman,Commanders,16,Georgia Tech,12/18/1969
11,1999,Albert Connell,Commanders,15,Texas A&M,5/13/1974
12,1999,Brett Conway,Commanders,16,Penn St.,3/8/1975
13,1999,Anthony Cook,Commanders,16,South Carolina St.,5/30/1972
14,1999,Stephen Davis,Commanders,14,Auburn,3/1/1974
15,1999,Tim Denton,Commanders,16,"Oklahoma,Sam Houston St.",2/2/1973
16,1999,Leomont Evans,Commanders,15,Clemson,7/12/1974
17,1999,Mark Fischer,Commanders,0,Purdue,7/29/1974
18,1999,James Francis,Commanders,10,Baylor,8/4/1968
19,1999,Irving Fryar,Commanders,16,Nebraska,9/28/1962
20,1999,Kurt Gouveia,Commanders,12,BYU,9/14/1964
21,1999,Darrell Green,Commanders,16,Texas A&M-Kingsville,2/15/1960
22,1999,Malcolm Hamilton,Commanders,4,Baylor,12/31/1972
23,1999,Brian Hansen,Commanders,2,Sioux Falls,10/26/1960
24,1999,Andy Heck,Commanders,16,Notre Dame,1/1/1967
25,1999,Skip Hicks,Commanders,10,UCLA,10/13/1974
26,1999,Jon Jansen,Commanders,16,Michigan,1/28/1976
27,1999,James Jenkins,Commanders,16,Rutgers,8/17/1967
28,1999,Brad Johnson,Commanders,16,Florida St.,9/13/1968
29,1999,Tre' Johnson,Commanders,16,Temple,8/30/1971
30,1999,Greg Jones,Commanders,15,Colorado,5/22/1974
31,1999,N.D. Kalu,Commanders,12,Rice,8/3/1975
32,1999,Kenard Lang,Commanders,16,Miami (FL),1/31/1975
33,1999,Eddie Mason,Commanders,14,North Carolina,1/9/1972
34,1999,Mark McMillian,Commanders,9,Alabama,4/29/1970
35,1999,Rod Milstead,Commanders,6,Delaware St.,11/10/1969
36,1999,Brian Mitchell,Commanders,16,Louisiana,8/18/1968
37,1999,Tito Paul,Commanders,6,Ohio St.,12/7/1972
38,1999,Rodney Peete,Commanders,3,USC,3/16/1966
39,1999,Darryl Pounds,Commanders,16,Nicholls St.,7/21/1972
40,1999,Cory Raymer,Commanders,16,Wisconsin,3/3/1973
41,1999,Twan Russell,Commanders,9,Miami (FL),4/25/1974
42,1999,Mike Sellers,Commanders,16,Walla Walla CC (WA),7/21/1975
43,1999,Sam Shade,Commanders,16,Alabama,6/14/1973
44,1999,Keith Sims,Commanders,12,Iowa St.,6/17/1967
45,1999,Derek Smith,Commanders,16,Arizona St.,1/18/1975
46,1999,Matt Stevens,Commanders,15,Appalachian St.,6/14/1973
47,1999,Fred Strickland,Commanders,5,Purdue,8/15/1966
48,1999,Dana Stubblefield,Commanders,16,Kansas,11/14/1970
49,1999,Chris Thomas,Commanders,2,Cal Poly-San Luis Obispo,7/16/1971
50,1999,Derrius Thompson,Commanders,1,Baylor,7/5/1977
51,1999,James Thrash,Commanders,16,Missouri Southern,4/28/1975
52,1999,Dan Turk,Commanders,16,"Drake,Wisconsin",6/25/1962
53,1999,Matt Turk,Commanders,14,Wisconsin–Whitewater,6/16/1968
54,1999,Kipp Vickers,Commanders,11,Miami (FL),8/27/1969
55,1999,Casey Weldon,Commanders,2,Florida St.,2/3/1969
56,1999,Michael Westbrook,Commanders,16,Colorado,7/7/1972
57,1999,Dan Wilkinson,Commanders,16,Ohio St.,3/13/1973
58,1999,Jamel Williams,Commanders,3,Nebraska,12/22/1973
59,1999,Toby Wright,Commanders,1,Nebraska,11/19/1970
60,1999,Team Total,Commanders,16,,
0,1999,Flozell Adams,Cowboys,16,Michigan St.,5/18/1975
1,1999,Troy Aikman,Cowboys,14,"Oklahoma,UCLA",11/21/1966
2,1999,Chris Akins,Cowboys,9,"Arkansas,Ark-Pine Bluff",11/29/1976
3,1999,Larry Allen,Cowboys,11,"Butte JC (CA),Sonoma St.",11/27/1971
4,1999,Eric Bjornson,Cowboys,16,Washington,12/15/1971
5,1999,Chris Brazzell,Cowboys,5,"Blinn College (TX),Angelo State (TX)",5/22/1976
6,1999,Robert Chancey,Cowboys,3,None,9/7/1972
7,1999,Dexter Coakley,Cowboys,16,Appalachian St.,10/20/1972
8,1999,Quentin Coryatt,Cowboys,4,Texas A&M,8/1/1970
9,1999,Richie Cunningham,Cowboys,12,Louisiana,8/18/1970
10,1999,Nathan Davis,Cowboys,4,Indiana,2/6/1974
11,1999,Wendell Davis,Cowboys,6,Oklahoma,6/27/1973
12,1999,Ebenezer Ekuban,Cowboys,16,North Carolina,5/29/1976
13,1999,Greg Ellis,Cowboys,13,North Carolina,8/14/1975
14,1999,Ben Fricke,Cowboys,3,Houston,11/3/1975
15,1999,Jason Garrett,Cowboys,5,"Princeton,Columbia",3/28/1966
16,1999,Randall Godfrey,Cowboys,16,Georgia,4/6/1973
17,1999,Toby Gowin,Cowboys,16,North Texas,3/30/1975
18,1999,Lemanski Hall,Cowboys,10,Alabama,11/24/1970
19,1999,Darren Hambrick,Cowboys,16,"Florida,South Carolina",8/30/1975
20,1999,Alvin Harper,Cowboys,2,Tennessee,7/6/1968
21,1999,Duane Hawthorne,Cowboys,13,Northern Illinois,8/26/1976
22,1999,Dale Hellestrae,Cowboys,16,SMU,7/11/1962
23,1999,Nate Hemsley,Cowboys,6,Syracuse,5/5/1974
24,1999,Chad Hennings,Cowboys,16,Air Force,10/20/1965
25,1999,Tony Hutson,Cowboys,2,NE State (OK),3/13/1974
26,1999,Michael Irvin,Cowboys,4,Miami (FL),3/5/1966
27,1999,Rocket Ismail,Cowboys,16,Notre Dame,11/18/1969
28,1999,Daryl Johnston,Cowboys,1,Syracuse,2/10/1966
29,1999,Jason Kaiser,Cowboys,0,Culver-Stockton,11/9/1973
30,1999,David LaFleur,Cowboys,16,LSU,1/29/1974
31,1999,Tim Lester,Cowboys,5,East. Kentucky,6/15/1968
32,1999,Leon Lett,Cowboys,8,Emporia St.,10/12/1968
33,1999,Mike Lucky,Cowboys,14,Arizona,11/23/1975
34,1999,Kevin Mathis,Cowboys,8,Texas A&M-Commerce,4/29/1974
35,1999,Wane McGarity,Cowboys,5,Texas,9/30/1976
36,1999,Everett McIver,Cowboys,14,Elizabeth City St.,8/5/1970
37,1999,Ernie Mills,Cowboys,11,Florida,10/28/1968
38,1999,Singor Mobley,Cowboys,16,Washington St.,10/12/1972
39,1999,Eddie Murray,Cowboys,4,Tulane,8/29/1956
40,1999,Michael Myers,Cowboys,6,Alabama,1/20/1976
41,1999,Tom Myslinski,Cowboys,10,Tennessee,12/7/1968
42,1999,Ryan Neufeld,Cowboys,6,UCLA,11/22/1975
43,1999,Dat Nguyen,Cowboys,16,Texas A&M,9/25/1975
44,1999,Brandon Noble,Cowboys,16,Penn St.,4/10/1974
45,1999,Jeff Ogden,Cowboys,16,East. Washington,2/22/1975
46,1999,Solomon Page,Cowboys,14,West Virginia,2/27/1976
47,1999,Kavika Pittman,Cowboys,16,McNeese St.,10/9/1974
48,1999,Izell Reese,Cowboys,8,Ala-Birmingham,5/7/1974
49,1999,Deion Sanders,Cowboys,14,Florida St.,8/9/1967
50,1999,Emmitt Smith,Cowboys,15,Florida,5/15/1969
51,1999,Kevin Smith,Cowboys,8,Texas A&M,4/7/1970
52,1999,Alonzo Spellman,Cowboys,16,Ohio St.,9/27/1971
53,1999,Mark Stepnoski,Cowboys,15,Pittsburgh,1/20/1967
54,1999,George Teague,Cowboys,14,Alabama,2/18/1971
55,1999,Robert Thomas,Cowboys,16,Henderson St.,12/1/1974
56,1999,Jason Tucker,Cowboys,15,TCU,6/24/1976
57,1999,Chris Warren,Cowboys,16,"Virginia,Ferrum",1/24/1968
58,1999,Kenny Wheaton,Cowboys,5,Oregon,3/8/1975
59,1999,Charlie Williams,Cowboys,16,Bowling Green,2/2/1972
60,1999,Erik Williams,Cowboys,14,Central State (OH),9/7/1968
61,1999,Sherman Williams,Cowboys,1,Alabama,8/13/1973
62,1999,Darren Woodson,Cowboys,15,Arizona St.,4/25/1969
63,1999,Peppi Zellner,Cowboys,13,"Georgia Military,Fort Valley St.",3/14/1975
64,1999,Team Total,Cowboys,16,,
0,1999,Karim Abdul-Jabbar,Dolphins,3,UCLA,6/28/1974
1,1999,Trace Armstrong,Dolphins,16,"Arizona St.,Florida",10/5/1965
2,1999,John Avery,Dolphins,1,"Northwest Mississippi CC,Mississippi",1/11/1976
3,1999,Kantroy Barber,Dolphins,2,"Colorado,West Virginia",10/4/1973
4,1999,Brent Bartholomew,Dolphins,2,Ohio St.,10/22/1976
5,1999,John Bock,Dolphins,7,"Louisville,Indiana St.",2/11/1971
6,1999,Tim Bowens,Dolphins,16,Mississippi,2/7/1973
7,1999,O.J. Brigance,Dolphins,16,Rice,9/29/1969
8,1999,Lorenzo Bromell,Dolphins,15,"Georgia Military,Clemson",9/23/1975
9,1999,James Brown,Dolphins,15,Virginia St.,1/30/1970
10,1999,Terrell Buckley,Dolphins,16,Florida St.,6/7/1971
11,1999,Cecil Collins,Dolphins,8,"LSU,McNeese St.",11/19/1976
12,1999,Autry Denson,Dolphins,6,Notre Dame,12/8/1976
13,1999,Mark Dixon,Dolphins,13,Virginia,11/26/1970
14,1999,Kevin Donnalley,Dolphins,16,"Davidson,North Carolina",6/10/1968
15,1999,Troy Drayton,Dolphins,14,Penn St.,6/29/1970
16,1999,Oronde Gadsden,Dolphins,16,Winston-Salem St.,8/20/1971
17,1999,Daryl Gardener,Dolphins,16,Baylor,2/25/1973
18,1999,Kevin Gogan,Dolphins,16,Washington,11/2/1964
19,1999,Hunter Goodwin,Dolphins,15,"Texas A&M-Kingsville,Texas A&M",10/10/1972
20,1999,Yatil Green,Dolphins,8,Miami (FL),11/25/1973
21,1999,Anthony Harris,Dolphins,4,Auburn,1/25/1973
22,1999,Ray Hill,Dolphins,16,Michigan St.,8/7/1975
23,1999,Dwight Hollier,Dolphins,15,North Carolina,4/21/1969
24,1999,Damon Huard,Dolphins,16,Washington,7/9/1973
25,1999,Tom Hutton,Dolphins,14,Tennessee,7/8/1972
26,1999,Larry Izzo,Dolphins,16,Rice,9/26/1974
27,1999,Calvin Jackson,Dolphins,16,Auburn,10/28/1972
28,1999,Nate Jacquet,Dolphins,13,San Diego St.,9/2/1975
29,1999,Greg Jeffries,Dolphins,16,Virginia,10/16/1971
30,1999,J.J. Johnson,Dolphins,13,"East Mississippi CC,Mississippi St.",4/20/1974
31,1999,Robert Jones,Dolphins,16,East Carolina,9/27/1969
32,1999,Rob Konrad,Dolphins,15,Syracuse,11/12/1976
33,1999,Sam Madison,Dolphins,16,Louisville,4/23/1974
34,1999,Olindo Mare,Dolphins,16,"MacMurray,Syracuse",6/6/1973
35,1999,Dan Marino,Dolphins,11,Pittsburgh,9/15/1961
36,1999,Brock Marion,Dolphins,16,Nevada,6/11/1970
37,1999,Tony Martin,Dolphins,16,"Bishop,Colorado Mesa",9/5/1965
38,1999,O.J. McDuffie,Dolphins,12,Penn St.,12/2/1969
39,1999,Kevin McKenzie,Dolphins,1,Washington St.,9/20/1975
40,1999,Kenny Mixon,Dolphins,11,LSU,5/31/1975
41,1999,Rich Owens,Dolphins,16,Lehigh,5/22/1972
42,1999,Ed Perry,Dolphins,16,James Madison,9/1/1974
43,1999,Roell Preston,Dolphins,1,"Northwest Mississippi CC,Mississippi",6/23/1972
44,1999,Stanley Pritchett,Dolphins,14,South Carolina,12/22/1973
45,1999,Derrick Rodgers,Dolphins,16,Arizona St.,10/14/1971
46,1999,Tim Ruddy,Dolphins,16,Notre Dame,4/27/1972
