,Year,G,Player,BirthDate,College,From,To,Active,Transactions
336,2019,1,Ahmad Thomas,12/15/1994,Oklahoma,Colts,Falcons,False,1
337,2005,1,Ahmad Treaudo,4/15/1982,"Delta St.,Southern",College,Falcons,False,1
338,1999,14,Ahman Green,2/16/1977,Nebraska,College,Seahawks,False,1
339,2000,16,Ahman Green,2/16/1977,Nebraska,Seahawks,Packers,False,1
340,2007,6,Ahman Green,2/16/1977,Nebraska,Packers,Texans,False,1
341,2009,8,Ahman Green,2/16/1977,Nebraska,Texans,Packers,False,1
342,2006,14,Ahmard Hall,11/13/1979,Texas,College,Titans,False,1
343,2000,16,Ahmed Plummer,3/26/1976,Ohio St.,College,49ers,False,1
344,2008,12,Ahtyba Rubin,7/25/1986,Iowa St.,College,Browns,False,1
345,2015,16,Ahtyba Rubin,7/25/1986,Iowa St.,Browns,Seahawks,False,1
346,2017,2,Ahtyba Rubin,7/25/1986,Iowa St.,Seahawks,Broncos,False,1
347,2017,10,Ahtyba Rubin,7/25/1986,Iowa St.,Broncos,Falcons,False,1
348,2022,17,Aidan Hutchinson,8/9/2000,Michigan,College,Lions,False,1
349,2023,1,Aidan O'Connell,9/1/1998,Purdue,College,Raiders,True,1
350,2000,16,Ainsley Battles,11/6/1978,Vanderbilt,College,Steelers,False,1
351,2001,13,Ainsley Battles,11/6/1978,Vanderbilt,Steelers,Jaguars,False,1
352,2004,1,Ainsley Battles,11/6/1978,Vanderbilt,Jaguars,Steelers,False,1
353,2006,1,Airese Currie,11/16/1982,Clemson,College,Bears,False,1
354,2022,10,Akayleb Evans,6/22/1999,"Tulsa,Missouri",College,Vikings,False,1
355,2003,13,Akbar Gbaja-Biamila,5/6/1979,San Diego St.,College,Raiders,False,1
356,2006,3,Akbar Gbaja-Biamila,5/6/1979,San Diego St.,Raiders,Chargers,False,1
357,2007,1,Akbar Gbaja-Biamila,5/6/1979,San Diego St.,Chargers,Dolphins,False,1
358,2011,16,Akeem Ayers,7/10/1989,UCLA,College,Titans,False,1
359,2014,2,Akeem Ayers,7/10/1989,UCLA,Patriots,Titans,False,1
360,2014,9,Akeem Ayers,7/10/1989,UCLA,Titans,Patriots,False,1
361,2015,16,Akeem Ayers,7/10/1989,UCLA,Titans,Rams,False,1
362,2016,16,Akeem Ayers,7/10/1989,UCLA,Rams,Colts,False,1
363,2017,6,Akeem Ayers,7/10/1989,UCLA,Colts,Giants,False,1
364,2014,13,Akeem Davis,12/25/1989,Memphis,College,Commanders,False,1
365,2015,1,Akeem Davis,12/25/1989,Memphis,Saints,Seahawks,False,1
366,2015,2,Akeem Davis,12/25/1989,Memphis,Colts,Saints,False,1
367,2015,3,Akeem Davis,12/25/1989,Memphis,Commanders,Colts,False,1
368,2016,2,Akeem Davis,12/25/1989,Memphis,Seahawks,Jaguars,False,1
369,2020,16,Akeem Davis-Gaither,9/21/1997,Appalachian St.,College,Bengals,False,1
370,2011,16,Akeem Dent,9/27/1987,Georgia,College,Falcons,False,1
371,2014,15,Akeem Dent,9/27/1987,Georgia,Falcons,Texans,False,1
372,2015,7,Akeem Hunt,2/22/1993,Purdue,College,Texans,False,1
373,2017,15,Akeem Hunt,2/22/1993,Purdue,Texans,Chiefs,False,1
374,2007,9,Akeem Jordan,8/17/1985,James Madison,College,Eagles,False,1
375,2013,16,Akeem Jordan,8/17/1985,James Madison,Eagles,Chiefs,False,1
376,2014,2,Akeem Jordan,8/17/1985,James Madison,Chiefs,Commanders,False,1
377,2015,5,Akeem King,8/29/1992,San Jose St.,College,Falcons,False,1
378,2018,16,Akeem King,8/29/1992,San Jose St.,Falcons,Seahawks,False,1
379,2013,16,Akeem Spence,11/29/1991,Illinois,College,Buccaneers,False,1
380,2017,16,Akeem Spence,11/29/1991,Illinois,Buccaneers,Lions,False,1
381,2018,16,Akeem Spence,11/29/1991,Illinois,Lions,Dolphins,False,1
382,2019,6,Akeem Spence,11/29/1991,Illinois,Dolphins,Eagles,False,1
383,2019,9,Akeem Spence,11/29/1991,Illinois,Eagles,Jaguars,False,1
384,2020,6,Akeem Spence,11/29/1991,Illinois,Jaguars,Patriots,False,1
385,2021,1,Akeem Spence,11/29/1991,Illinois,Patriots,Commanders,False,1
386,2022,7,Akeem Spence,11/29/1991,Illinois,Commanders,49ers,False,1
387,2005,4,Aki Jones,5/21/1982,Fordham,College,Commanders,False,1
388,2012,14,Akiem Hicks,11/16/1989,"Sacramento CC,Regina",College,Saints,False,1
389,2015,3,Akiem Hicks,11/16/1989,"Sacramento CC,Regina",Patriots,Saints,False,1
390,2015,13,Akiem Hicks,11/16/1989,"Sacramento CC,Regina",Saints,Patriots,False,1
391,2016,16,Akiem Hicks,11/16/1989,"Sacramento CC,Regina",Saints,Bears,False,1
392,2022,11,Akiem Hicks,11/16/1989,"Sacramento CC,Regina",Bears,Buccaneers,False,1
393,1999,7,Akili Smith,8/21/1975,Oregon,College,Bengals,False,1
394,2002,16,Akin Ayodele,9/17/1979,Purdue,College,Jaguars,False,1
395,2006,16,Akin Ayodele,9/17/1979,Purdue,Jaguars,Cowboys,False,1
396,2008,16,Akin Ayodele,9/17/1979,Purdue,Cowboys,Dolphins,False,1
397,2010,15,Akin Ayodele,9/17/1979,Purdue,Dolphins,Bills,False,1
398,2010,7,Akwasi Owusu-Ansah,4/10/1988,Indiana (PA),College,Cowboys,False,1
399,2011,4,Akwasi Owusu-Ansah,4/10/1988,Indiana (PA),Cowboys,Jaguars,False,1
400,2013,1,Akwasi Owusu-Ansah,4/10/1988,Indiana (PA),Jaguars,Lions,False,1
401,2009,13,Al Afalava,1/20/1987,Oregon St.,College,Bears,False,1
402,2010,4,Al Afalava,1/20/1987,Oregon St.,Bears,Colts,False,1
403,2012,12,Al Afalava,1/20/1987,Oregon St.,Colts,Titans,False,1
404,1999,16,Al Del Greco,3/2/1962,Auburn,College,Titans,False,1
405,1999,16,Al Harris,12/7/1974,Texas A&M-Kingsville,College,Eagles,False,1
406,2003,16,Al Harris,12/7/1974,Texas A&M-Kingsville,Eagles,Packers,False,1
407,2010,3,Al Harris,12/7/1974,Texas A&M-Kingsville,Packers,Dolphins,False,1
408,2011,9,Al Harris,12/7/1974,Texas A&M-Kingsville,Dolphins,Rams,False,1
409,2004,16,Al Johnson,1/27/1979,Wisconsin,College,Cowboys,False,1
410,2007,14,Al Johnson,1/27/1979,Wisconsin,Cowboys,Cardinals,False,1
411,2008,4,Al Johnson,1/27/1979,Wisconsin,Cardinals,Dolphins,False,1
412,2014,9,Al Louis-Jean,10/13/1993,Boston Col.,College,Bears,False,1
413,2000,13,Al Lucas,9/1/1978,Troy,College,Panthers,False,1
414,2002,16,Al Wallace,3/25/1974,Maryland,College,Panthers,False,1
415,1999,16,Al Wilson,6/21/1977,Tennessee,College,Broncos,False,1
416,2010,9,Al Woods,3/25/1987,LSU,College,Buccaneers,True,1
417,2011,2,Al Woods,3/25/1987,LSU,Buccaneers,Seahawks,True,1
418,2012,12,Al Woods,3/25/1987,LSU,Seahawks,Steelers,True,1
419,2014,16,Al Woods,3/25/1987,LSU,Steelers,Titans,True,1
420,2017,16,Al Woods,3/25/1987,LSU,Titans,Colts,True,1
421,2019,14,Al Woods,3/25/1987,LSU,Colts,Seahawks,True,1
422,2023,5,Al Woods,3/25/1987,LSU,Seahawks,Jets,True,1
423,2016,1,Al-Hajj Shabazz,8/2/1992,West Chester,Steelers,Texans,False,1
424,2016,7,Al-Hajj Shabazz,8/2/1992,West Chester,College,Steelers,False,1
425,2017,4,Al-Quadin Muhammad,3/28/1995,Miami (FL),College,Saints,False,1
426,2018,15,Al-Quadin Muhammad,3/28/1995,Miami (FL),Saints,Colts,False,1
427,2022,16,Al-Quadin Muhammad,3/28/1995,Miami (FL),Colts,Bears,False,1
428,2004,3,Alain Kashama,12/8/1979,Michigan,College,Bears,False,1
429,2005,1,Alain Kashama,12/8/1979,Michigan,Bears,Seahawks,False,1
430,2013,14,Alameda Ta'amu,8/23/1990,Washington,College,Cardinals,False,1
431,2007,2,Alan Ball,3/29/1985,Illinois,College,Cowboys,False,1
432,2012,11,Alan Ball,3/29/1985,Illinois,Cowboys,Texans,False,1
433,2013,15,Alan Ball,3/29/1985,Illinois,Texans,Jaguars,False,1
434,2015,15,Alan Ball,3/29/1985,Illinois,Jaguars,Bears,False,1
435,2007,11,Alan Branch,12/29/1984,Michigan,College,Cardinals,False,1
436,2011,15,Alan Branch,12/29/1984,Michigan,Cardinals,Seahawks,False,1
437,2013,16,Alan Branch,12/29/1984,Michigan,Seahawks,Bills,False,1
438,2014,8,Alan Branch,12/29/1984,Michigan,Bills,Patriots,False,1
439,2016,14,Alan Cross,5/2/1993,Memphis,College,Buccaneers,False,1
440,1999,15,Alan Faneca,12/7/1976,LSU,College,Steelers,False,1
441,2008,16,Alan Faneca,12/7/1976,LSU,Steelers,Jets,False,1
442,2010,16,Alan Faneca,12/7/1976,LSU,Jets,Cardinals,False,1
443,2004,11,Alan Harper,9/6/1979,Fresno St.,College,Jets,False,1
444,2004,3,Alan Reuber,1/26/1981,Texas A&M,College,Cardinals,False,1
445,2001,5,Alan Ricard,1/17/1977,La-Monroe,College,Ravens,False,1
446,2015,16,Alani Fua,1/1/1992,BYU,College,Cardinals,False,1
447,2021,4,Alaric Jackson,7/14/1998,Iowa,College,Rams,False,1
448,1999,15,Albert Connell,5/13/1974,Texas A&M,College,Commanders,False,1
449,2001,11,Albert Connell,5/13/1974,Texas A&M,Commanders,Saints,False,1
450,1999,15,Albert Fontenot,9/17/1970,Baylor,College,Chargers,False,1
451,2002,16,Albert Haynesworth,6/17/1981,Tennessee,College,Titans,False,1
452,2009,12,Albert Haynesworth,6/17/1981,Tennessee,Titans,Commanders,False,1
453,2011,6,Albert Haynesworth,6/17/1981,Tennessee,Buccaneers,Patriots,False,1
454,2011,7,Albert Haynesworth,6/17/1981,Tennessee,Commanders,Buccaneers,False,1
455,2019,4,Albert Huggins,6/27/1997,Clemson,College,Eagles,True,1
456,2020,1,Albert Huggins,6/27/1997,Clemson,Eagles,Lions,True,1
457,2021,9,Albert Huggins,6/27/1997,Clemson,Lions,Saints,True,1
458,2023,4,Albert Huggins,6/27/1997,Clemson,Saints,Falcons,True,1
459,2002,4,Albert Johnson,11/11/1977,SMU,College,Dolphins,False,1
460,2003,1,Albert Johnson,11/11/1977,SMU,Dolphins,Jets,False,1
461,2011,16,Albert McClellan,6/4/1986,Marshall,College,Ravens,False,1
462,2018,6,Albert McClellan,6/4/1986,Marshall,Patriots,Ravens,False,1
463,2018,7,Albert McClellan,6/4/1986,Marshall,Ravens,Patriots,False,1
464,2019,5,Albert McClellan,6/4/1986,Marshall,Ravens,Jets,False,1
465,2020,4,Albert Okwuegbunam,4/25/1998,Missouri,College,Broncos,True,1
466,2023,0,Albert Okwuegbunam,4/25/1998,Missouri,Broncos,Eagles,True,1
467,2014,12,Albert Wilson,7/12/1992,Georgia St.,College,Chiefs,False,1
468,2018,7,Albert Wilson,7/12/1992,Georgia St.,Chiefs,Dolphins,False,1
469,2009,7,Albert Young,2/25/1985,Iowa,College,Vikings,False,1
470,2000,3,Alcender Jackson,5/18/1977,LSU,College,Cowboys,False,1
471,2002,2,Alcender Jackson,5/18/1977,LSU,Cowboys,Packers,False,1
472,2011,16,Aldon Smith,9/25/1989,Missouri,College,49ers,False,1
473,2015,9,Aldon Smith,9/25/1989,Missouri,49ers,Raiders,False,1
474,2020,16,Aldon Smith,9/25/1989,Missouri,Raiders,Cowboys,False,1
475,2012,15,Aldrick Robinson,9/24/1988,SMU,College,Commanders,False,1
476,2016,16,Aldrick Robinson,9/24/1988,SMU,Commanders,Falcons,False,1
477,2017,16,Aldrick Robinson,9/24/1988,SMU,Falcons,49ers,False,1
478,2018,14,Aldrick Robinson,9/24/1988,SMU,49ers,Vikings,False,1
479,2017,16,Aldrick Rosas,12/30/1994,Southern Oregon,College,Giants,False,1
480,2020,6,Aldrick Rosas,12/30/1994,Southern Oregon,Giants,Jaguars,False,1
481,2021,1,Aldrick Rosas,12/30/1994,Southern Oregon,Jaguars,Lions,False,1
482,2021,4,Aldrick Rosas,12/30/1994,Southern Oregon,Lions,Saints,False,1
483,2023,0,Alec Anderson,10/3/1999,UCLA,College,Bills,True,1
484,2019,16,Alec Ingold,7/9/1996,Wisconsin,College,Raiders,False,1
485,2022,17,Alec Ingold,7/9/1996,Wisconsin,Raiders,Dolphins,False,1
486,2013,16,Alec Ogletree,9/25/1991,Georgia,College,Rams,False,1
487,2018,13,Alec Ogletree,9/25/1991,Georgia,Rams,Giants,False,1
488,2020,2,Alec Ogletree,9/25/1991,Georgia,Giants,Jets,False,1
489,2021,16,Alec Ogletree,9/25/1991,Georgia,Jets,Bears,False,1
490,2022,16,Alec Pierce,5/2/2000,Cincinnati,College,Colts,False,1
491,2015,16,Alejandro Villanueva,9/22/1988,Army,College,Steelers,False,1
492,2021,17,Alejandro Villanueva,9/22/1988,Army,Steelers,Ravens,False,1
493,2011,16,Alex Albright,1/29/1988,Boston Col.,College,Cowboys,False,1
494,2017,4,Alex Anzalone,9/22/1994,Florida,College,Saints,False,1
495,2021,14,Alex Anzalone,9/22/1994,Florida,Saints,Lions,False,1
496,2017,9,Alex Armah,5/17/1994,West Georgia,College,Panthers,False,1
497,2021,2,Alex Armah,5/17/1994,West Georgia,Panthers,Commanders,False,1
498,2021,9,Alex Armah,5/17/1994,West Georgia,Commanders,Saints,False,1
499,2022,2,Alex Armah,5/17/1994,West Georgia,Saints,Commanders,False,1
500,2020,1,Alex Bachman,5/29/1996,Wake Forest,College,Giants,False,1
501,2016,2,Alex Balducci,3/1/1994,Oregon,College,49ers,False,1
502,2001,16,Alex Bannister,4/23/1979,East. Kentucky,College,Seahawks,False,1
503,2006,2,Alex Bannister,4/23/1979,East. Kentucky,Seahawks,Ravens,False,1
504,2017,2,Alex Barrett,3/6/1994,San Diego St.,College,Lions,False,1
505,2020,7,Alex Barrett,3/6/1994,San Diego St.,Lions,49ers,False,1
506,2005,12,Alex Barron,9/28/1982,Florida St.,College,Rams,False,1
507,2010,11,Alex Barron,9/28/1982,Florida St.,Rams,Cowboys,False,1
508,2019,5,Alex Bars,9/8/1995,Notre Dame,College,Bears,False,1
509,2022,15,Alex Bars,9/8/1995,Notre Dame,Bears,Raiders,False,1
510,2014,6,Alex Bayer,11/8/1990,Bowling Green,College,Rams,False,1
511,2010,1,Alex Boone,5/4/1987,Ohio St.,College,49ers,False,1
512,2016,14,Alex Boone,5/4/1987,Ohio St.,49ers,Vikings,False,1
513,2017,14,Alex Boone,5/4/1987,Ohio St.,Vikings,Cardinals,False,1
514,2020,1,Alex Boone,5/4/1987,Ohio St.,Cardinals,Seahawks,False,1
515,2002,15,Alex Brown,6/4/1979,Florida,College,Bears,False,1
516,2010,16,Alex Brown,6/4/1979,Florida,Bears,Saints,False,1
517,2019,3,Alex Brown,8/30/1996,South Carolina St.,College,Chiefs,False,1
518,2018,6,Alex Cappa,1/27/1995,Humboldt St.,College,Buccaneers,False,1
519,2022,16,Alex Cappa,1/27/1995,Humboldt St.,Buccaneers,Bengals,False,1
520,2010,9,Alex Carrington,6/19/1987,Arkansas St.,College,Bills,False,1
521,2014,8,Alex Carrington,6/19/1987,Arkansas St.,Bills,Rams,False,1
522,2015,7,Alex Carrington,6/19/1987,Arkansas St.,Rams,Bills,False,1
523,2016,1,Alex Carter,10/19/1994,Stanford,College,Lions,False,1
524,2018,1,Alex Carter,10/19/1994,Stanford,Lions,Commanders,False,1
525,2016,11,Alex Collins,8/26/1994,Arkansas,College,Seahawks,False,1
526,2017,15,Alex Collins,8/26/1994,Arkansas,Seahawks,Ravens,False,1
527,2020,3,Alex Collins,8/26/1994,Arkansas,Ravens,Seahawks,False,1
528,2023,0,Alex Cook,5/21/1999,Washington,College,Panthers,True,1
529,2016,6,Alex Ellis,2/10/1993,Tennessee,College,Jaguars,False,1
530,2018,2,Alex Ellis,2/10/1993,Tennessee,Jaguars,Chiefs,False,1
531,2019,3,Alex Ellis,2/10/1993,Tennessee,Chiefs,Eagles,False,1
532,2016,16,Alex Erickson,11/6/1992,Wisconsin,College,Bengals,False,1
533,2021,17,Alex Erickson,11/6/1992,Wisconsin,Bengals,Panthers,False,1
534,2022,2,Alex Erickson,11/6/1992,Wisconsin,Panthers,Commanders,False,1
535,2023,0,Alex Forsyth,2/13/1999,Oregon,College,Broncos,True,1
536,2011,4,Alex Green,6/23/1988,Hawaii,College,Packers,False,1
537,2013,13,Alex Green,6/23/1988,Hawaii,Packers,Jets,False,1
538,2008,16,Alex Hall,8/17/1985,St. Augustine's,College,Browns,False,1
539,2010,2,Alex Hall,8/17/1985,St. Augustine's,Browns,Giants,False,1
540,2007,10,Alex Haynes,2/13/1982,Central Florida,College,Panthers,False,1
541,2011,16,Alex Henery,8/18/1987,Nebraska,College,Eagles,False,1
542,2014,2,Alex Henery,8/18/1987,Nebraska,Eagles,Lions,False,1
543,2020,16,Alex Highsmith,8/7/1997,Charlotte,College,Steelers,False,1
544,2005,8,Alex Holmes,8/22/1981,USC,College,Dolphins,False,1
545,2010,1,Alex Joseph,7/6/1988,Temple,College,49ers,False,1
546,2021,1,Alex Kessman,1/2/1998,Pittsburgh,College,Jets,False,1
547,2021,17,Alex Leatherwood,1/5/1999,Alabama,College,Raiders,False,1
548,2022,4,Alex Leatherwood,1/5/1999,Alabama,Raiders,Bears,False,1
549,2004,15,Alex Lewis,6/11/1981,Wisconsin,College,Lions,False,1
550,2016,10,Alex Lewis,4/21/1992,"Colorado,Nebraska",College,Ravens,False,1
551,2019,15,Alex Lewis,4/21/1992,"Colorado,Nebraska",Ravens,Jets,False,1
552,2018,3,Alex Light,5/2/1996,Richmond,College,Packers,False,1
553,2009,16,Alex Mack,11/19/1985,California,College,Browns,False,1
554,2016,16,Alex Mack,11/19/1985,California,Browns,Falcons,False,1
555,2021,17,Alex Mack,11/19/1985,California,Falcons,49ers,False,1
556,2009,15,Alex Magee,4/28/1987,Purdue,College,Chiefs,False,1
557,2010,2,Alex Magee,4/28/1987,Purdue,Buccaneers,Chiefs,False,1
558,2010,8,Alex Magee,4/28/1987,Purdue,Chiefs,Buccaneers,False,1
559,1999,13,Alex Molden,8/4/1973,Oregon,College,Saints,False,1
560,2001,6,Alex Molden,8/4/1973,Oregon,Saints,Chargers,False,1
561,2003,2,Alex Molden,8/4/1973,Oregon,Chargers,Lions,False,1
562,2013,1,Alex Okafor,2/8/1991,Texas,College,Cardinals,False,1
563,2017,10,Alex Okafor,2/8/1991,Texas,Cardinals,Saints,False,1
564,2019,10,Alex Okafor,2/8/1991,Texas,Saints,Chiefs,False,1
565,2023,0,Alex Palczewski,8/3/1999,Illinois,College,Broncos,True,1
566,2012,16,Alex Parsons,9/14/1987,USC,College,Raiders,False,1
567,2017,5,Alex Redmond,1/18/1995,UCLA,College,Bengals,False,1
568,2011,1,Alex Silvestro,11/15/1988,Rutgers,College,Patriots,False,1
569,2019,10,Alex Singleton,12/7/1993,Montana St.,College,Eagles,False,1
570,2022,17,Alex Singleton,12/7/1993,Montana St.,Eagles,Broncos,False,1
571,2005,9,Alex Smith,5/7/1984,Utah,College,49ers,False,1
572,2005,16,Alex Smith,5/22/1982,Stanford,College,Buccaneers,False,1
573,2009,16,Alex Smith,5/22/1982,Stanford,Buccaneers,Eagles,False,1
574,2010,3,Alex Smith,5/22/1982,Stanford,Eagles,Browns,False,1
575,2013,15,Alex Smith,5/7/1984,Utah,49ers,Chiefs,False,1
576,2013,16,Alex Smith,5/22/1982,Stanford,Browns,Bengals,False,1
577,2015,3,Alex Smith,5/22/1982,Stanford,Bengals,Commanders,False,1
578,2018,10,Alex Smith,5/7/1984,Utah,Chiefs,Commanders,False,1
579,2004,16,Alex Stepanovich,9/25/1981,Ohio St.,College,Cardinals,False,1
580,2007,12,Alex Stepanovich,9/25/1981,Ohio St.,Cardinals,Bengals,False,1
581,2008,4,Alex Stepanovich,9/25/1981,Ohio St.,Bengals,Falcons,False,1
582,2002,14,Alex Sulfsted,12/21/1977,Miami (OH),College,Commanders,False,1
583,2004,4,Alex Sulfsted,12/21/1977,Miami (OH),Commanders,Bengals,False,1
584,2015,1,Alex Tanney,11/11/1987,Monmouth (IL),College,Titans,False,1
585,2019,1,Alex Tanney,11/11/1987,Monmouth (IL),Titans,Giants,False,1
586,2020,1,Alex Taylor-Prioleau,4/29/1997,South Carolina St.,College,Browns,False,1
587,2021,1,Alex Taylor-Prioleau,4/29/1997,South Carolina St.,Browns,Bears,False,1
588,2021,2,Alex Taylor-Prioleau,4/29/1997,South Carolina St.,Bears,Browns,False,1
589,2022,1,Alex Taylor-Prioleau,4/29/1997,South Carolina St.,Browns,Cowboys,False,1
590,1999,2,Alex Van Dyke,7/24/1974,"Sacramento CC,Nevada",College,Eagles,False,1
591,1999,1,Alex Van Pelt,5/1/1970,Pittsburgh,College,Bills,False,1
592,2023,6,Alex Ward,4/21/1999,Central Florida,College,Rams,True,1
593,2022,17,Alex Wright,9/5/2000,Ala-Birmingham,College,Browns,False,1
594,2019,5,Alexander Hollins,11/24/1996,East. Illinois,College,Vikings,False,1
595,2018,1,Alexander Johnson,12/24/1991,Tennessee,College,Broncos,False,1
596,2022,1,Alexander Johnson,12/24/1991,Tennessee,Broncos,Seahawks,False,1
597,2019,13,Alexander Mattison,6/19/1998,Boise St.,College,Vikings,False,1
598,2020,1,Alexander Myres,4/20/1996,Houston,College,Lions,False,1
599,2001,11,Alfonso Boone,1/11/1976,Mount San Antonio JC,College,Bears,False,1
600,2007,15,Alfonso Boone,1/11/1976,Mount San Antonio JC,Bears,Chiefs,False,1
601,2009,13,Alfonso Boone,1/11/1976,Mount San Antonio JC,Chiefs,Chargers,False,1
602,2004,7,Alfonso Marshall,1/17/1981,Miami (FL),College,Bears,False,1
603,2010,1,Alfonso Smith,1/23/1987,Kentucky,College,Cardinals,False,1
604,2014,6,Alfonso Smith,1/23/1987,Kentucky,Cardinals,49ers,False,1
605,2012,10,Alfonzo Dennard,9/9/1989,Nebraska,College,Patriots,False,1
606,2014,16,Alfred Blue,4/27/1991,LSU,College,Texans,False,1
607,2005,11,Alfred Fincher,8/15/1983,Connecticut,College,Saints,False,1
608,2008,14,Alfred Fincher,8/15/1983,Connecticut,Saints,Commanders,False,1
609,2005,2,Alfred Malone,2/21/1982,Troy,College,Texans,False,1
610,2008,4,Alfred Malone,2/21/1982,Troy,Texans,Packers,False,1
611,2012,16,Alfred Morris,12/12/1988,Florida Atlantic,College,Commanders,False,1
612,2016,14,Alfred Morris,12/12/1988,Florida Atlantic,Commanders,Cowboys,False,1
613,2018,12,Alfred Morris,12/12/1988,Florida Atlantic,Cowboys,49ers,False,1
614,2019,1,Alfred Morris,12/12/1988,Florida Atlantic,49ers,Cardinals,False,1
615,2020,9,Alfred Morris,12/12/1988,Florida Atlantic,Cardinals,Giants,False,1
616,1999,8,Alfred Pupunu,10/17/1969,Weber St.,College,Chargers,False,1
617,2000,9,Alfred Pupunu,10/17/1969,Weber St.,Chargers,Lions,False,1
618,1999,7,Alfred Williams,11/6/1968,Colorado,College,Broncos,False,1
619,2001,16,Alge Crumpler,12/23/1977,North Carolina,College,Falcons,False,1
620,2008,15,Alge Crumpler,12/23/1977,North Carolina,Falcons,Titans,False,1
621,2010,16,Alge Crumpler,12/23/1977,North Carolina,Titans,Patriots,False,1
622,2008,6,Ali Highsmith,1/20/1985,LSU,College,Cardinals,False,1
623,2015,13,Ali Marpet,4/17/1993,Hobart,College,Buccaneers,False,1
624,2019,2,Alijah Holder,1/26/1996,Stanford,College,Broncos,False,1
625,2021,16,Alijah Vera-Tucker,6/17/1999,USC,College,Jets,False,1
626,2021,17,Alim McNeill,5/11/2000,North Carolina St.,College,Lions,False,1
627,2022,4,Allan George,7/16/1999,Vanderbilt,College,Bengals,False,1
628,1999,16,Allen Aldridge,5/30/1972,Houston,College,Lions,False,1
629,2011,16,Allen Bailey,3/25/1989,Miami (FL),College,Chiefs,False,1
630,2019,15,Allen Bailey,3/25/1989,Miami (FL),Chiefs,Falcons,False,1
631,2007,7,Allen Barbre,6/22/1984,Missouri Southern,College,Packers,False,1
632,2010,3,Allen Barbre,6/22/1984,Missouri Southern,Packers,Seahawks,False,1
633,2013,15,Allen Barbre,6/22/1984,Missouri Southern,Seahawks,Eagles,False,1
634,2017,16,Allen Barbre,6/22/1984,Missouri Southern,Eagles,Broncos,False,1
635,2011,1,Allen Bradford,8/31/1988,USC,College,Buccaneers,False,1
636,2012,1,Allen Bradford,8/31/1988,USC,Buccaneers,Seahawks,False,1
637,2013,1,Allen Bradford,8/31/1988,USC,Giants,Seahawks,False,1
638,2013,9,Allen Bradford,8/31/1988,USC,Seahawks,Giants,False,1
639,2015,6,Allen Bradford,8/31/1988,USC,Seahawks,Falcons,False,1
640,2014,16,Allen Hurns,11/12/1991,Miami (FL),College,Jaguars,False,1
641,2018,16,Allen Hurns,11/12/1991,Miami (FL),Jaguars,Cowboys,False,1
642,2019,14,Allen Hurns,11/12/1991,Miami (FL),Cowboys,Dolphins,False,1
643,2018,1,Allen Lazard,12/11/1995,Iowa St.,College,Packers,True,1
644,2023,6,Allen Lazard,12/11/1995,Iowa St.,Packers,Jets,True,1
645,2003,2,Allen Reese,10/10/1980,Kansas St.,College,Chiefs,False,1
646,2011,6,Allen Reisner,9/29/1988,Iowa,College,Vikings,False,1
647,2013,5,Allen Reisner,9/29/1988,Iowa,Vikings,Jaguars,False,1
648,2014,10,Allen Robinson,8/24/1993,Penn St.,College,Jaguars,True,1
649,2018,13,Allen Robinson,8/24/1993,Penn St.,Jaguars,Bears,True,1
650,2022,10,Allen Robinson,8/24/1993,Penn St.,Bears,Rams,True,1
651,2023,5,Allen Robinson,8/24/1993,Penn St.,Rams,Steelers,True,1
652,1999,16,Allen Rossum,10/22/1975,Notre Dame,College,Eagles,False,1
